sample	haplotype	contig	length
HG01361	haplotype2	HG01361#2#JAGYYW020000047.1	74886
HG01361	haplotype2	HG01361#2#JAGYYW020000048.1	74047
HG01361	haplotype2	HG01361#2#JAGYYW020000049.1	73376
HG01361	haplotype2	HG01361#2#JAGYYW020000086.1	68407
HG01361	haplotype2	HG01361#2#JAGYYW020000083.1	66854
HG01361	haplotype2	HG01361#2#JAGYYW020000035.1	64692
HG01361	haplotype2	HG01361#2#JAGYYW020000042.1	64495
HG01361	haplotype2	HG01361#2#JAGYYW020000043.1	64184
HG01361	haplotype2	HG01361#2#JAGYYW020000050.1	63756
HG01361	haplotype2	HG01361#2#JAGYYW020000077.1	63627
HG01361	haplotype2	HG01361#2#JAGYYW020000027.1	62804
HG01361	haplotype2	HG01361#2#JAGYYW020000076.1	62414
HG01361	haplotype2	HG01361#2#JAGYYW020000044.1	62341
HG01361	haplotype2	HG01361#2#JAGYYW020000084.1	60721
HG01361	haplotype2	HG01361#2#JAGYYW020000036.1	58428
HG01361	haplotype2	HG01361#2#JAGYYW020000085.1	57285
HG01361	haplotype2	HG01361#2#JAGYYW020000046.1	54443
HG01361	haplotype2	HG01361#2#JAGYYW020000075.1	50952
HG01361	haplotype2	HG01361#2#JAGYYW020000040.1	50546
HG01361	haplotype2	HG01361#2#JAGYYW020000087.1	16562
HG02083	haplotype1	HG02083#1#CM086952.1	243488754
HG02083	haplotype1	HG02083#1#CM086951.1	241106734
HG02083	haplotype1	HG02083#1#CM086953.1	192496038
HG02083	haplotype1	HG02083#1#CM086954.1	182913153
HG02083	haplotype1	HG02083#1#JBHDTV010000048.1	167083926
HG02083	haplotype1	HG02083#1#CM086955.1	160137269
HG02083	haplotype1	HG02083#1#CM086956.1	145645985
HG02083	haplotype1	HG02083#1#JBHDTV010000006.1	138527451
HG02083	haplotype1	HG02083#1#JBHDTV010000007.1	136150118
HG02083	haplotype1	HG02083#1#CM086957.1	135847542
HG02083	haplotype1	HG02083#1#CM086958.1	132832673
HG02083	haplotype1	HG02083#1#JBHDTV010000044.1	111062951
HG02083	haplotype1	HG02083#1#CM086959.1	102895875
HG02083	haplotype1	HG02083#1#JBHDTV010000002.1	97310707
HG02083	haplotype1	HG02083#1#JBHDTV010000001.1	93310562
HG02083	haplotype1	HG02083#1#CM086960.1	89665622
HG02083	haplotype1	HG02083#1#CM086961.1	84652143
HG02083	haplotype1	HG02083#1#JBHDTV010000013.1	74313040
HG02083	haplotype1	HG02083#1#CM086962.1	66697753
HG02083	haplotype1	HG02083#1#JBHDTV010000015.1	60610218
HG02083	haplotype1	HG02083#1#JBHDTV010000011.1	44965820
HG02083	haplotype1	HG02083#1#JBHDTV010000017.1	43237598
HG02083	haplotype1	HG02083#1#JBHDTV010000047.1	31228347
HG02083	haplotype1	HG02083#1#JBHDTV010000016.1	29418757
HG02083	haplotype1	HG02083#1#JBHDTV010000014.1	26921889
HG02083	haplotype1	HG02083#1#JBHDTV010000045.1	24953435
HG02083	haplotype1	HG02083#1#JBHDTV010000052.1	24563259
HG02083	haplotype1	HG02083#1#JBHDTV010000042.1	17839641
HG02083	haplotype1	HG02083#1#JBHDTV010000050.1	15252990
HG02083	haplotype1	HG02083#1#JBHDTV010000019.1	6759856
HG02083	haplotype1	HG02083#1#JBHDTV010000005.1	4714567
HG02083	haplotype1	HG02083#1#JBHDTV010000053.1	4323476
HG02083	haplotype1	HG02083#1#JBHDTV010000022.1	3983900
HG02083	haplotype1	HG02083#1#JBHDTV010000049.1	3597788
HG02083	haplotype1	HG02083#1#JBHDTV010000021.1	3331607
HG02083	haplotype1	HG02083#1#JBHDTV010000055.1	1103241
HG02083	haplotype1	HG02083#1#JBHDTV010000024.1	756476
HG02083	haplotype1	HG02083#1#JBHDTV010000032.1	418565
HG02083	haplotype1	HG02083#1#JBHDTV010000025.1	405827
HG02083	haplotype1	HG02083#1#JBHDTV010000054.1	389638
HG02083	haplotype1	HG02083#1#JBHDTV010000056.1	375237
HG02083	haplotype1	HG02083#1#JBHDTV010000064.1	361575
HG02083	haplotype1	HG02083#1#JBHDTV010000023.1	333736
HG02083	haplotype1	HG02083#1#JBHDTV010000057.1	317374
HG02083	haplotype1	HG02083#1#JBHDTV010000058.1	249474
HG02083	haplotype1	HG02083#1#JBHDTV010000020.1	239990
HG02083	haplotype1	HG02083#1#JBHDTV010000038.1	210646
HG02083	haplotype1	HG02083#1#JBHDTV010000018.1	189475
HG02083	haplotype1	HG02083#1#JBHDTV010000035.1	171717
HG02083	haplotype1	HG02083#1#JBHDTV010000027.1	158827
HG02083	haplotype1	HG02083#1#JBHDTV010000034.1	147933
HG02083	haplotype1	HG02083#1#JBHDTV010000026.1	135692
HG02083	haplotype1	HG02083#1#JBHDTV010000033.1	121444
HG02083	haplotype1	HG02083#1#JBHDTV010000031.1	115549
HG02083	haplotype1	HG02083#1#JBHDTV010000061.1	115105
HG02083	haplotype1	HG02083#1#JBHDTV010000059.1	96380
HG02083	haplotype1	HG02083#1#JBHDTV010000028.1	95308
HG02083	haplotype1	HG02083#1#JBHDTV010000067.1	82446
HG02083	haplotype1	HG02083#1#JBHDTV010000066.1	78244
HG02083	haplotype1	HG02083#1#JBHDTV010000029.1	75914
HG02083	haplotype1	HG02083#1#JBHDTV010000065.1	70667
HG02083	haplotype1	HG02083#1#JBHDTV010000036.1	69386
HG02083	haplotype1	HG02083#1#JBHDTV010000060.1	67904
HG02083	haplotype1	HG02083#1#JBHDTV010000063.1	64660
HG02083	haplotype1	HG02083#1#JBHDTV010000068.1	62251
HG02083	haplotype1	HG02083#1#JBHDTV010000062.1	61715
HG02083	haplotype1	HG02083#1#JBHDTV010000030.1	60830
HG02083	haplotype1	HG02083#1#JBHDTV010000037.1	58506
HG02083	haplotype1	HG02083#1#JBHDTV010000073.1	58293
HG02083	haplotype1	HG02083#1#JBHDTV010000070.1	57242
HG02083	haplotype1	HG02083#1#JBHDTV010000075.1	54637
HG02083	haplotype1	HG02083#1#JBHDTV010000074.1	52884
HG02083	haplotype1	HG02083#1#JBHDTV010000071.1	52350
HG02083	haplotype1	HG02083#1#JBHDTV010000069.1	52217
HG02083	haplotype1	HG02083#1#JBHDTV010000072.1	50829
HG02083	haplotype2	HG02083#2#CM086963.1	242013073
HG02083	haplotype2	HG02083#2#CM086964.1	182892093
HG02083	haplotype2	HG02083#2#CM086965.1	171645892
HG02083	haplotype2	HG02083#2#JBHDTW010000042.1	161289364
HG02083	haplotype2	HG02083#2#CM086966.1	146247626
HG02083	haplotype2	HG02083#2#JBHDTW010000014.1	140152755
HG02083	haplotype2	HG02083#2#CM086967.1	137081706
HG02083	haplotype2	HG02083#2#CM086968.1	136000131
HG02083	haplotype2	HG02083#2#JBHDTW010000041.1	135669605
HG02083	haplotype2	HG02083#2#CM086969.1	134284582
HG02083	haplotype2	HG02083#2#JBHDTW010000003.1	123792814
HG02083	haplotype2	HG02083#2#JBHDTW010000013.1	110322687
HG02083	haplotype2	HG02083#2#JBHDTW010000047.1	109856192
HG02083	haplotype2	HG02083#2#JBHDTW010000048.1	103435920
HG02083	haplotype2	HG02083#2#CM086970.1	101641454
HG02083	haplotype2	HG02083#2#JBHDTW010000039.1	96625018
HG02083	haplotype2	HG02083#2#JBHDTW010000009.1	92440832
HG02083	haplotype2	HG02083#2#CM086971.1	85346840
HG02083	haplotype2	HG02083#2#CM086972.1	83639201
HG02083	haplotype2	HG02083#2#JBHDTW010000043.1	83589205
HG02083	haplotype2	HG02083#2#CM086974.1	65329015
HG02083	haplotype2	HG02083#2#CM086973.1	61303057
HG02083	haplotype2	HG02083#2#JBHDTW010000017.1	60526479
HG02083	haplotype2	HG02083#2#JBHDTW010000019.1	52380161
HG02083	haplotype2	HG02083#2#JBHDTW010000008.1	51967443
HG02083	haplotype2	HG02083#2#JBHDTW010000002.1	45599581
HG02083	haplotype2	HG02083#2#JBHDTW010000015.1	42964879
HG02083	haplotype2	HG02083#2#JBHDTW010000046.1	17885818
HG02083	haplotype2	HG02083#2#JBHDTW010000006.1	11398415
HG02083	haplotype2	HG02083#2#JBHDTW010000011.1	10105248
HG02083	haplotype2	HG02083#2#JBHDTW010000018.1	9516071
HG02083	haplotype2	HG02083#2#JBHDTW010000053.1	5563311
HG02083	haplotype2	HG02083#2#JBHDTW010000010.1	2582843
HG02083	haplotype2	HG02083#2#JBHDTW010000021.1	2367574
HG02083	haplotype2	HG02083#2#JBHDTW010000052.1	1355190
HG02083	haplotype2	HG02083#2#JBHDTW010000025.1	942731
HG02083	haplotype2	HG02083#2#JBHDTW010000059.1	692143
HG02083	haplotype2	HG02083#2#JBHDTW010000064.1	663354
HG02083	haplotype2	HG02083#2#JBHDTW010000066.1	535496
HG02083	haplotype2	HG02083#2#JBHDTW010000054.1	489644
HG02083	haplotype2	HG02083#2#JBHDTW010000061.1	392539
HG02083	haplotype2	HG02083#2#JBHDTW010000062.1	383446
HG02083	haplotype2	HG02083#2#JBHDTW010000067.1	374499
HG02083	haplotype2	HG02083#2#JBHDTW010000030.1	304123
HG02083	haplotype2	HG02083#2#JBHDTW010000060.1	292960
HG02083	haplotype2	HG02083#2#JBHDTW010000028.1	252907
HG02083	haplotype2	HG02083#2#JBHDTW010000023.1	242379
HG02083	haplotype2	HG02083#2#JBHDTW010000029.1	207662
HG02083	haplotype2	HG02083#2#JBHDTW010000024.1	195176
HG02083	haplotype2	HG02083#2#JBHDTW010000033.1	178025
HG02083	haplotype2	HG02083#2#JBHDTW010000031.1	168468
HG02083	haplotype2	HG02083#2#JBHDTW010000026.1	165089
HG02083	haplotype2	HG02083#2#JBHDTW010000022.1	158581
HG02083	haplotype2	HG02083#2#JBHDTW010000034.1	132154
HG02083	haplotype2	HG02083#2#JBHDTW010000058.1	114068
HG02083	haplotype2	HG02083#2#JBHDTW010000065.1	109731
HG02083	haplotype2	HG02083#2#JBHDTW010000027.1	99506
HG02083	haplotype2	HG02083#2#JBHDTW010000037.1	95455
HG02083	haplotype2	HG02083#2#JBHDTW010000032.1	93669
HG02083	haplotype2	HG02083#2#JBHDTW010000057.1	93364
HG02083	haplotype2	HG02083#2#JBHDTW010000056.1	83798
HG02083	haplotype2	HG02083#2#JBHDTW010000035.1	80774
HG02083	haplotype2	HG02083#2#JBHDTW010000020.1	75315
HG02083	haplotype2	HG02083#2#JBHDTW010000063.1	67201
HG02083	haplotype2	HG02083#2#JBHDTW010000069.1	67171
HG02083	haplotype2	HG02083#2#JBHDTW010000038.1	64787
HG02083	haplotype2	HG02083#2#JBHDTW010000070.1	61431
HG02083	haplotype2	HG02083#2#JBHDTW010000055.1	58465
HG02083	haplotype2	HG02083#2#JBHDTW010000036.1	51000
HG02083	haplotype2	HG02083#2#JBHDTW010000068.1	50440
HG02083	haplotype2	HG02083#2#JBHDTW010000071.1	16561
HG02155	haplotype1	HG02155#1#CM091908.1	242380455
HG02155	haplotype1	HG02155#1#CM091909.1	200593838
HG02155	haplotype1	HG02155#1#CM091910.1	192353973
HG02155	haplotype1	HG02155#1#CM091911.1	184153606
HG02155	haplotype1	HG02155#1#JBIECB010000043.1	171615625
HG02155	haplotype1	HG02155#1#CM091912.1	161478129
HG02155	haplotype1	HG02155#1#CM091913.1	145467669
HG02155	haplotype1	HG02155#1#CM091916.1	135135104
HG02155	haplotype1	HG02155#1#CM091915.1	135013515
HG02155	haplotype1	HG02155#1#CM091917.1	133969692
HG02155	haplotype1	HG02155#1#CM091914.1	133320447
HG02155	haplotype1	HG02155#1#JBIECB010000045.1	129087865
HG02155	haplotype1	HG02155#1#JBIECB010000050.1	117186468
HG02155	haplotype1	HG02155#1#JBIECB010000007.1	97583426
HG02155	haplotype1	HG02155#1#JBIECB010000041.1	97332759
HG02155	haplotype1	HG02155#1#CM091918.1	96728340
HG02155	haplotype1	HG02155#1#JBIECB010000010.1	92584797
HG02155	haplotype1	HG02155#1#CM091920.1	67068243
HG02155	haplotype1	HG02155#1#JBIECB010000054.1	65477501
HG02155	haplotype1	HG02155#1#JBIECB010000040.1	62849640
HG02155	haplotype1	HG02155#1#JBIECB010000006.1	61784832
HG02155	haplotype1	HG02155#1#CM091919.1	60943729
HG02155	haplotype1	HG02155#1#JBIECB010000052.1	57680424
HG02155	haplotype1	HG02155#1#JBIECB010000012.1	48669859
HG02155	haplotype1	HG02155#1#JBIECB010000001.1	39658402
HG02155	haplotype1	HG02155#1#JBIECB010000048.1	25142225
HG02155	haplotype1	HG02155#1#JBIECB010000056.1	18791528
HG02155	haplotype1	HG02155#1#JBIECB010000053.1	18658738
HG02155	haplotype1	HG02155#1#JBIECB010000013.1	6826629
HG02155	haplotype1	HG02155#1#JBIECB010000063.1	3895925
HG02155	haplotype1	HG02155#1#JBIECB010000062.1	3697223
HG02155	haplotype1	HG02155#1#JBIECB010000051.1	2972640
HG02155	haplotype1	HG02155#1#JBIECB010000060.1	2403894
HG02155	haplotype1	HG02155#1#JBIECB010000068.1	1715664
HG02155	haplotype1	HG02155#1#JBIECB010000011.1	1542684
HG02155	haplotype1	HG02155#1#JBIECB010000042.1	1177147
HG02155	haplotype1	HG02155#1#JBIECB010000059.1	1008125
HG02155	haplotype1	HG02155#1#JBIECB010000058.1	996900
HG02155	haplotype1	HG02155#1#JBIECB010000064.1	685825
HG02155	haplotype1	HG02155#1#JBIECB010000019.1	610091
HG02155	haplotype1	HG02155#1#JBIECB010000022.1	608915
HG02155	haplotype1	HG02155#1#JBIECB010000067.1	547672
HG02155	haplotype1	HG02155#1#JBIECB010000016.1	487508
HG02155	haplotype1	HG02155#1#JBIECB010000057.1	470315
HG02155	haplotype1	HG02155#1#JBIECB010000065.1	403459
HG02155	haplotype1	HG02155#1#JBIECB010000020.1	341930
HG02155	haplotype1	HG02155#1#JBIECB010000014.1	335431
HG02155	haplotype1	HG02155#1#JBIECB010000073.1	327997
HG02155	haplotype1	HG02155#1#JBIECB010000066.1	308687
HG02155	haplotype1	HG02155#1#JBIECB010000023.1	302282
HG02155	haplotype1	HG02155#1#JBIECB010000061.1	292147
HG02155	haplotype1	HG02155#1#JBIECB010000070.1	257956
HG02155	haplotype1	HG02155#1#JBIECB010000078.1	231030
HG02155	haplotype1	HG02155#1#JBIECB010000077.1	209362
HG02155	haplotype1	HG02155#1#JBIECB010000079.1	198747
HG02155	haplotype1	HG02155#1#JBIECB010000017.1	173041
HG02155	haplotype1	HG02155#1#JBIECB010000034.1	170630
HG02155	haplotype1	HG02155#1#JBIECB010000028.1	154420
HG02155	haplotype1	HG02155#1#JBIECB010000026.1	153676
HG02155	haplotype1	HG02155#1#JBIECB010000029.1	133189
HG02155	haplotype1	HG02155#1#JBIECB010000030.1	133110
HG02155	haplotype1	HG02155#1#JBIECB010000021.1	129236
HG02155	haplotype1	HG02155#1#JBIECB010000027.1	115867
HG02155	haplotype1	HG02155#1#JBIECB010000018.1	107190
HG02155	haplotype1	HG02155#1#JBIECB010000015.1	104973
HG02155	haplotype1	HG02155#1#JBIECB010000037.1	99967
HG02155	haplotype1	HG02155#1#JBIECB010000033.1	96180
HG02155	haplotype1	HG02155#1#JBIECB010000071.1	92911
HG02155	haplotype1	HG02155#1#JBIECB010000081.1	92699
HG02155	haplotype1	HG02155#1#JBIECB010000082.1	89768
HG02155	haplotype1	HG02155#1#JBIECB010000072.1	89372
HG02155	haplotype1	HG02155#1#JBIECB010000024.1	86746
HG02155	haplotype1	HG02155#1#JBIECB010000031.1	82501
HG02155	haplotype1	HG02155#1#JBIECB010000076.1	81258
HG02155	haplotype1	HG02155#1#JBIECB010000074.1	70670
HG02155	haplotype1	HG02155#1#JBIECB010000025.1	65340
HG02155	haplotype1	HG02155#1#JBIECB010000075.1	57820
HG02155	haplotype1	HG02155#1#JBIECB010000036.1	56473
HG02155	haplotype1	HG02155#1#JBIECB010000080.1	56121
HG02155	haplotype1	HG02155#1#JBIECB010000032.1	54395
HG02155	haplotype1	HG02155#1#JBIECB010000083.1	53936
HG02155	haplotype1	HG02155#1#JBIECB010000035.1	51356
HG02155	haplotype1	HG02155#1#JBIECB010000069.1	50003
HG02155	haplotype2	HG02155#2#CM091921.1	241677795
HG02155	haplotype2	HG02155#2#JBIECC010000044.1	200005926
HG02155	haplotype2	HG02155#2#CM091922.1	192254156
HG02155	haplotype2	HG02155#2#CM091923.1	182521066
HG02155	haplotype2	HG02155#2#CM091924.1	171847637
HG02155	haplotype2	HG02155#2#JBIECC010000040.1	161364367
HG02155	haplotype2	HG02155#2#CM091925.1	145966585
HG02155	haplotype2	HG02155#2#CM091927.1	135769341
HG02155	haplotype2	HG02155#2#CM091928.1	135378190
HG02155	haplotype2	HG02155#2#JBIECC010000001.1	134407465
HG02155	haplotype2	HG02155#2#CM091926.1	133305225
HG02155	haplotype2	HG02155#2#JBIECC010000014.1	122375378
HG02155	haplotype2	HG02155#2#JBIECC010000004.1	108931499
HG02155	haplotype2	HG02155#2#CM091929.1	100554056
HG02155	haplotype2	HG02155#2#JBIECC010000049.1	96992998
HG02155	haplotype2	HG02155#2#JBIECC010000009.1	93656917
HG02155	haplotype2	HG02155#2#JBIECC010000011.1	92656226
HG02155	haplotype2	HG02155#2#JBIECC010000003.1	71932776
HG02155	haplotype2	HG02155#2#CM091931.1	66806609
HG02155	haplotype2	HG02155#2#CM091930.1	61912954
HG02155	haplotype2	HG02155#2#JBIECC010000013.1	61450671
HG02155	haplotype2	HG02155#2#JBIECC010000050.1	60900471
HG02155	haplotype2	HG02155#2#JBIECC010000012.1	58170558
HG02155	haplotype2	HG02155#2#JBIECC010000005.1	45982465
HG02155	haplotype2	HG02155#2#JBIECC010000017.1	36215619
HG02155	haplotype2	HG02155#2#JBIECC010000010.1	25138755
HG02155	haplotype2	HG02155#2#JBIECC010000047.1	18756405
HG02155	haplotype2	HG02155#2#JBIECC010000054.1	17519663
HG02155	haplotype2	HG02155#2#JBIECC010000015.1	10637602
HG02155	haplotype2	HG02155#2#JBIECC010000002.1	8106576
HG02155	haplotype2	HG02155#2#JBIECC010000038.1	7096615
HG02155	haplotype2	HG02155#2#JBIECC010000055.1	6771643
HG02155	haplotype2	HG02155#2#JBIECC010000016.1	6232306
HG02155	haplotype2	HG02155#2#JBIECC010000056.1	3690875
HG02155	haplotype2	HG02155#2#JBIECC010000052.1	3174063
HG02155	haplotype2	HG02155#2#JBIECC010000057.1	2778058
HG02155	haplotype2	HG02155#2#JBIECC010000019.1	1269504
HG02155	haplotype2	HG02155#2#JBIECC010000061.1	1192247
HG02155	haplotype2	HG02155#2#JBIECC010000018.1	963022
HG02155	haplotype2	HG02155#2#JBIECC010000065.1	492846
HG02155	haplotype2	HG02155#2#JBIECC010000076.1	393553
HG02155	haplotype2	HG02155#2#JBIECC010000053.1	385537
HG02155	haplotype2	HG02155#2#JBIECC010000067.1	373595
HG02155	haplotype2	HG02155#2#JBIECC010000064.1	314170
HG02155	haplotype2	HG02155#2#JBIECC010000069.1	288909
HG02155	haplotype2	HG02155#2#JBIECC010000021.1	277637
HG02155	haplotype2	HG02155#2#JBIECC010000074.1	227799
HG02155	haplotype2	HG02155#2#JBIECC010000023.1	215455
HG02155	haplotype2	HG02155#2#JBIECC010000075.1	211842
HG02155	haplotype2	HG02155#2#JBIECC010000072.1	189747
HG02155	haplotype2	HG02155#2#JBIECC010000058.1	182754
HG02155	haplotype2	HG02155#2#JBIECC010000035.1	177180
HG02155	haplotype2	HG02155#2#JBIECC010000078.1	173645
HG02155	haplotype2	HG02155#2#JBIECC010000062.1	172848
HG02155	haplotype2	HG02155#2#JBIECC010000060.1	161522
HG02155	haplotype2	HG02155#2#JBIECC010000059.1	143106
HG02155	haplotype2	HG02155#2#JBIECC010000029.1	141461
HG02155	haplotype2	HG02155#2#JBIECC010000071.1	134576
HG02155	haplotype2	HG02155#2#JBIECC010000022.1	133110
HG02155	haplotype2	HG02155#2#JBIECC010000070.1	123539
HG02155	haplotype2	HG02155#2#JBIECC010000026.1	111093
HG02155	haplotype2	HG02155#2#JBIECC010000024.1	110586
HG02155	haplotype2	HG02155#2#JBIECC010000037.1	92051
HG02155	haplotype2	HG02155#2#JBIECC010000077.1	91517
HG02155	haplotype2	HG02155#2#JBIECC010000073.1	91380
HG02155	haplotype2	HG02155#2#JBIECC010000027.1	89586
HG02155	haplotype2	HG02155#2#JBIECC010000025.1	89581
HG02155	haplotype2	HG02155#2#JBIECC010000068.1	86141
HG02155	haplotype2	HG02155#2#JBIECC010000030.1	81387
HG02155	haplotype2	HG02155#2#JBIECC010000036.1	78196
HG02155	haplotype2	HG02155#2#JBIECC010000079.1	76864
HG02155	haplotype2	HG02155#2#JBIECC010000066.1	75625
HG02155	haplotype2	HG02155#2#JBIECC010000063.1	69149
HG02155	haplotype2	HG02155#2#JBIECC010000020.1	65338
HG02155	haplotype2	HG02155#2#JBIECC010000033.1	64094
HG02155	haplotype2	HG02155#2#JBIECC010000031.1	63397
HG02155	haplotype2	HG02155#2#JBIECC010000081.1	58819
HG02155	haplotype2	HG02155#2#JBIECC010000032.1	58021
HG02155	haplotype2	HG02155#2#JBIECC010000028.1	53798
HG02155	haplotype2	HG02155#2#JBIECC010000080.1	53430
HG02155	haplotype2	HG02155#2#JBIECC010000034.1	52267
HG02155	haplotype2	HG02155#2#JBIECC010000082.1	16571
HG03834	haplotype1	HG03834#1#CM085793.1	245304333
HG03834	haplotype1	HG03834#1#JBHDUW010000049.1	236933378
HG03834	haplotype1	HG03834#1#CM085794.1	200399635
HG03834	haplotype1	HG03834#1#CM085795.1	193422356
HG03834	haplotype1	HG03834#1#CM085796.1	183233635
HG03834	haplotype1	HG03834#1#CM085797.1	172147855
HG03834	haplotype1	HG03834#1#CM085808.1	154187140
HG03834	haplotype1	HG03834#1#CM085798.1	145222850
HG03834	haplotype1	HG03834#1#CM085799.1	142437275
HG03834	haplotype1	HG03834#1#JBHDUW010000002.1	139841455
HG03834	haplotype1	HG03834#1#CM085801.1	137305688
HG03834	haplotype1	HG03834#1#CM085800.1	135797005
HG03834	haplotype1	HG03834#1#CM085802.1	134202832
HG03834	haplotype1	HG03834#1#CM085803.1	107398185
HG03834	haplotype1	HG03834#1#JBHDUW010000012.1	93902532
HG03834	haplotype1	HG03834#1#CM085804.1	87774352
HG03834	haplotype1	HG03834#1#JBHDUW010000050.1	87490128
HG03834	haplotype1	HG03834#1#CM085806.1	68922572
HG03834	haplotype1	HG03834#1#JBHDUW010000048.1	62001187
HG03834	haplotype1	HG03834#1#CM085805.1	61464554
HG03834	haplotype1	HG03834#1#CM085807.1	48058156
HG03834	haplotype1	HG03834#1#JBHDUW010000011.1	40274998
HG03834	haplotype1	HG03834#1#JBHDUW010000013.1	38967327
HG03834	haplotype1	HG03834#1#JBHDUW010000054.1	21176966
HG03834	haplotype1	HG03834#1#JBHDUW010000056.1	19071776
HG03834	haplotype1	HG03834#1#JBHDUW010000057.1	18966432
HG03834	haplotype1	HG03834#1#JBHDUW010000053.1	17543654
HG03834	haplotype1	HG03834#1#JBHDUW010000058.1	14560282
HG03834	haplotype1	HG03834#1#JBHDUW010000014.1	6279378
HG03834	haplotype1	HG03834#1#JBHDUW010000009.1	6088020
HG03834	haplotype1	HG03834#1#JBHDUW010000055.1	3132122
HG03834	haplotype1	HG03834#1#JBHDUW010000062.1	3018306
HG03834	haplotype1	HG03834#1#JBHDUW010000016.1	2402074
HG03834	haplotype1	HG03834#1#JBHDUW010000020.1	1063643
HG03834	haplotype1	HG03834#1#JBHDUW010000067.1	1022717
HG03834	haplotype1	HG03834#1#JBHDUW010000022.1	1001005
HG03834	haplotype1	HG03834#1#JBHDUW010000023.1	792666
HG03834	haplotype1	HG03834#1#JBHDUW010000015.1	741764
HG03834	haplotype1	HG03834#1#JBHDUW010000073.1	730451
HG03834	haplotype1	HG03834#1#JBHDUW010000069.1	589425
HG03834	haplotype1	HG03834#1#JBHDUW010000059.1	579880
HG03834	haplotype1	HG03834#1#JBHDUW010000064.1	558021
HG03834	haplotype1	HG03834#1#JBHDUW010000061.1	456013
HG03834	haplotype1	HG03834#1#JBHDUW010000019.1	453323
HG03834	haplotype1	HG03834#1#JBHDUW010000017.1	385080
HG03834	haplotype1	HG03834#1#JBHDUW010000027.1	340656
HG03834	haplotype1	HG03834#1#JBHDUW010000026.1	331083
HG03834	haplotype1	HG03834#1#JBHDUW010000070.1	319202
HG03834	haplotype1	HG03834#1#JBHDUW010000066.1	300075
HG03834	haplotype1	HG03834#1#JBHDUW010000080.1	215974
HG03834	haplotype1	HG03834#1#JBHDUW010000039.1	212746
HG03834	haplotype1	HG03834#1#JBHDUW010000068.1	203555
HG03834	haplotype1	HG03834#1#JBHDUW010000032.1	200997
HG03834	haplotype1	HG03834#1#JBHDUW010000063.1	200726
HG03834	haplotype1	HG03834#1#JBHDUW010000028.1	194742
HG03834	haplotype1	HG03834#1#JBHDUW010000085.1	191935
HG03834	haplotype1	HG03834#1#JBHDUW010000072.1	189039
HG03834	haplotype1	HG03834#1#JBHDUW010000037.1	164798
HG03834	haplotype1	HG03834#1#JBHDUW010000024.1	151673
HG03834	haplotype1	HG03834#1#JBHDUW010000025.1	144298
HG03834	haplotype1	HG03834#1#JBHDUW010000065.1	134470
HG03834	haplotype1	HG03834#1#JBHDUW010000071.1	132178
HG03834	haplotype1	HG03834#1#JBHDUW010000018.1	129530
HG03834	haplotype1	HG03834#1#JBHDUW010000035.1	125748
HG03834	haplotype1	HG03834#1#JBHDUW010000081.1	125353
HG03834	haplotype1	HG03834#1#JBHDUW010000029.1	109001
HG03834	haplotype1	HG03834#1#JBHDUW010000036.1	104101
HG03834	haplotype1	HG03834#1#JBHDUW010000041.1	102811
HG03834	haplotype1	HG03834#1#JBHDUW010000034.1	97243
HG03834	haplotype1	HG03834#1#JBHDUW010000078.1	92549
HG03834	haplotype1	HG03834#1#JBHDUW010000077.1	91839
HG03834	haplotype1	HG03834#1#JBHDUW010000079.1	91051
HG03834	haplotype1	HG03834#1#JBHDUW010000087.1	78205
HG03834	haplotype1	HG03834#1#JBHDUW010000030.1	74041
HG03834	haplotype1	HG03834#1#JBHDUW010000082.1	71617
HG03834	haplotype1	HG03834#1#JBHDUW010000086.1	69766
HG03834	haplotype1	HG03834#1#JBHDUW010000060.1	67774
HG03834	haplotype1	HG03834#1#JBHDUW010000075.1	67163
HG03834	haplotype1	HG03834#1#JBHDUW010000074.1	64543
HG03834	haplotype1	HG03834#1#JBHDUW010000033.1	62557
HG03834	haplotype1	HG03834#1#JBHDUW010000040.1	57905
HG03834	haplotype1	HG03834#1#JBHDUW010000083.1	57782
HG03834	haplotype1	HG03834#1#JBHDUW010000076.1	56080
HG03834	haplotype1	HG03834#1#JBHDUW010000038.1	55236
HG03834	haplotype1	HG03834#1#JBHDUW010000084.1	51398
HG03834	haplotype1	HG03834#1#JBHDUW010000031.1	51344
HG03834	haplotype1	HG03834#1#JBHDUW010000021.1	50878
HG03834	haplotype2	HG03834#2#CM085809.1	242363592
HG03834	haplotype2	HG03834#2#JBHDUX010000010.1	236647184
HG03834	haplotype2	HG03834#2#CM085810.1	201257242
HG03834	haplotype2	HG03834#2#CM085811.1	193573071
HG03834	haplotype2	HG03834#2#CM085812.1	183329504
HG03834	haplotype2	HG03834#2#CM085813.1	172041551
HG03834	haplotype2	HG03834#2#CM085821.1	153805738
HG03834	haplotype2	HG03834#2#CM085814.1	146983678
HG03834	haplotype2	HG03834#2#JBHDUX010000047.1	139922142
HG03834	haplotype2	HG03834#2#JBHDUX010000011.1	136304244
HG03834	haplotype2	HG03834#2#CM085815.1	136284375
HG03834	haplotype2	HG03834#2#JBHDUX010000007.1	133554630
HG03834	haplotype2	HG03834#2#CM085816.1	133370605
HG03834	haplotype2	HG03834#2#CM085817.1	108514559
HG03834	haplotype2	HG03834#2#JBHDUX010000045.1	97718288
