sample	chromosome	haplotype	contig	start	end	length	strand
			T2T10_rc-chr6_haplotype2-0000189	57348217	61930578	4582361	
			T2T10_rc-chr7_haplotype2-0000180	57256420	64837228	7580808	
			T2T10_rc-chr8_haplotype1-0000036	41470566	47087140	5616574	
			T2T10_rc-chr8_haplotype2-0000198	41373090	47406175	6033085	
			T2T10_rc-chr9_haplotype1-0000008	1	3230961	3230960	
			T2T10_rc-chr9_haplotype1-0000008	11909917	14260259	2350342	
			T2T10_rc-chrX_haplotype1-0000020	56781952	62765885	5983933	
			T2T10_rc-chrX_haplotype2-0000170	56855747	62263390	5407643	
			T2T11_chr16_haplotype2-0000196	31946102	40721252	8775150	
			T2T11_chr16_unassigned-0000495	1	214463	214462	
			T2T11_chr1_haplotype1-0000023	120830199	129550882	8720683	
			T2T11_chr1_haplotype2-0000201	120647370	128920017	8272647	
			T2T11_chr20_haplotype1-0000017	25307672	32955789	7648117	
			T2T11_chr20_haplotype2-0000192	25351672	35449951	10098279	
			T2T11_chr21_haplotype1-0000006	1	5138276	5138275	
			T2T11_chr22_haplotype1-0000011	456941	12174681	11717740	
			T2T11_chr22_haplotype2-0000207	1	11712749	11712748	
			T2T11_chr4_haplotype2-0000189	48786943	54404253	5617310	
			T2T11_chr5_haplotype2-0000173	45373896	53274529	7900633	
			T2T11_chr6_haplotype1-0000020	57552146	63085184	5533038	
			T2T11_chr6_haplotype2-0000199	57373894	63947092	6573198	
			T2T11_chr7_haplotype1-0000021	57094165	64891743	7797578	
			T2T11_chr8_haplotype2-0000194	41638675	47310605	5671930	
			T2T11_chrX_haplotype2-0000186	56773753	62658486	5884733	
			T2T11_chrY_haplotype1-0000009	9202910	11958657	2755747	
			T2T11_chrY_haplotype2-0000261	1	799822	799821	
			T2T11_rc-chr10_haplotype1-0000012	38121471	43664813	5543342	
			T2T11_rc-chr10_haplotype2-0000190	38034369	43365222	5330853	
			T2T11_rc-chr11_haplotype1-0000015	47798430	55483653	7685223	
			T2T11_rc-chr11_haplotype2-0000193	47787808	56653221	8865413	
			T2T11_rc-chr12_haplotype1-0000019	33610647	39256933	5646286	
			T2T11_rc-chr12_haplotype2-0000198	33293037	39104400	5811363	
			T2T11_rc-chr13_haplotype1-0000004	1	8075829	8075828	
			T2T11_rc-chr13_haplotype2-0000176	318117	8234475	7916358	
			T2T11_rc-chr14_haplotype2-0000180	6853502	17316854	10463352	
			T2T11_rc-chr15_haplotype1-0000024	3367196	9552249	6185053	
			T2T11_rc-chr16_haplotype1-0000029	32065041	42205718	10140677	
			T2T11_rc-chr17_haplotype1-0000014	22650940	28062850	5411910	
			T2T11_rc-chr17_haplotype2-0000191	22359861	27770953	5411092	
			T2T11_rc-chr18_haplotype1-0000018	14387877	21276807	6888930	
			T2T11_rc-chr18_haplotype2-0000197	14396582	20240428	5843846	
			T2T11_rc-chr19_haplotype1-0000016	23213097	30837962	7624865	
			T2T11_rc-chr19_haplotype2-0000195	23121365	29097292	5975927	
			T2T11_rc-chr21_haplotype2-0000179	1	7327793	7327792	
			T2T11_rc-chr2_haplotype1-0000010	89917332	94706740	4789408	
			T2T11_rc-chr2_haplotype1-0000010	130286682	132326182	2039500	
			T2T11_rc-chr2_haplotype2-0000187	90926833	95846028	4919195	
			T2T11_rc-chr2_haplotype2-0000187	131422154	133461655	2039501	
			T2T11_rc-chr3_haplotype1-0000026	89337714	97248936	7911222	
			T2T11_rc-chr3_haplotype2-0000208	89363484	100417232	11053748	
			T2T11_rc-chr4_haplotype1-0000013	48870622	54824306	5953684	
			T2T11_rc-chr5_haplotype1-0000003	45313214	53230559	7917345	
			T2T11_rc-chr7_haplotype2-0000203	57127660	65333647	8205987	
			T2T11_rc-chr8_haplotype1-0000025	41633017	47083430	5450413	
			T2T11_rc-chr9_haplotype1-0000001	1	10958870	10958869	
			T2T11_rc-chr9_haplotype1-0000001	21812070	26477764	4665694	
			T2T11_rc-chr9_haplotype2-0000202	39193151	48353896	9160745	
			T2T11_rc-chr9_haplotype2-0000202	64202260	68874887	4672627	
			T2T12_chr10_haplotype1-0000004	38116649	43680870	5564221	
			T2T12_chr10_haplotype2-0000042	38102558	42912071	4809513	
			T2T12_chr11_haplotype1-0000008	47763894	56565676	8801782	
			T2T12_chr12_haplotype1-0000015	33401232	41137039	7735807	
			T2T12_chr12_haplotype2-0000053	33399269	39561636	6162367	
			T2T12_chr15_haplotype2-0000059	3571954	13300035	9728081	
			T2T12_chr16_haplotype1-0000017	32051008	40371891	8320883	
			T2T12_chr16_haplotype2-0000055	32204149	40675671	8471522	
			T2T12_chr18_haplotype1-0000005	14373086	23176232	8803146	
			T2T12_chr18_haplotype2-0000043	14382073	21823499	7441426	
			T2T12_chr1_haplotype1-0000024	121286571	128095124	6808553	
			T2T12_chr1_haplotype2-0000060	120382905	129248395	8865490	
			T2T12_chr20_haplotype2-0000038	25323064	32837766	7514702	
			T2T12_chr21_haplotype1-0000018	424640	8222453	7797813	
			T2T12_chr2_haplotype1-0000013	91429391	95956737	4527346	
			T2T12_chr2_haplotype1-0000013	131539515	133578034	2038519	
			T2T12_chr2_haplotype2-0000051	91425494	95838302	4412808	
			T2T12_chr2_haplotype2-0000051	131418738	133456675	2037937	
			T2T12_chr3_haplotype2-0000050	89270094	99501259	10231165	
			T2T12_chr5_haplotype2-0000045	45227078	53148513	7921435	
			T2T12_chr6_haplotype1-0000001	57457366	64007874	6550508	
			T2T12_chr6_haplotype2-0000039	57351053	63884102	6533049	
			T2T12_chr8_haplotype1-0000011	42501696	48167087	5665391	
			T2T12_rc-chr11_haplotype2-0000049	47739368	55410873	7671505	
			T2T12_rc-chr13_haplotype1-0000019	398640	14097182	13698542	
			T2T12_rc-chr13_haplotype2-0000057	1	10082158	10082157	
			T2T12_rc-chr14_haplotype1-0000022	1	10722411	10722410	
			T2T12_rc-chr14_haplotype2-0000058	5325000	11239273	5914273	
			T2T12_rc-chr15_haplotype1-0000023	11310529	21819849	10509320	
			T2T12_rc-chr17_haplotype1-0000006	22314091	27415845	5101754	
			T2T12_rc-chr17_haplotype2-0000044	22348910	27506656	5157746	
			T2T12_rc-chr19_haplotype1-0000014	23281466	29107691	5826225	
			T2T12_rc-chr19_haplotype2-0000052	23433347	31379679	7946332	
			T2T12_rc-chr20_haplotype1-0000003	25285181	32573321	7288140	
			T2T12_rc-chr21_haplotype2-0000056	199207	9617093	9417886	
			T2T12_rc-chr22_haplotype1-0000012	297040	14253969	13956929	
			T2T12_rc-chr22_haplotype2-0000048	6115518	14492991	8377473	
			T2T12_rc-chr3_haplotype1-0000020	89327072	96723384	7396312	
			T2T12_rc-chr4_haplotype1-0000002	48759147	53708471	4949324	
			T2T12_rc-chr4_haplotype2-0000041	48543641	53287787	4744146	
			T2T12_rc-chr5_haplotype1-0000009	45266728	54675756	9409028	
			T2T12_rc-chr7_haplotype1-0000021	57174135	65113678	7939543	
			T2T12_rc-chr7_haplotype2-0000040	57207318	64841056	7633738	
			T2T12_rc-chr8_haplotype2-0000047	42453618	48221516	5767898	
			T2T12_rc-chr9_haplotype1-0000010	39175762	46197608	7021846	
			T2T12_rc-chr9_haplotype1-0000010	57198394	61860351	4661957	
			T2T12_rc-chr9_haplotype2-0000046	39122972	47702003	8579031	
			T2T12_rc-chr9_haplotype2-0000046	61404618	66073053	4668435	
			T2T12_rc-chrX_haplotype1-0000016	56682163	62693056	6010893	
			T2T12_rc-chrX_haplotype2-0000054	56657233	62263597	5606364	
			T2T13_chr10_haplotype2-0000066	38081263	44746584	6665321	
			T2T13_chr11_haplotype1-0000006	47819840	57089000	9269160	
			T2T13_chr11_haplotype2-0000064	47710888	55707306	7996418	
			T2T13_chr12_haplotype2-0000076	33374550	39203242	5828692	
			T2T13_chr16_haplotype2-0000084	31974152	39305488	7331336	
			T2T13_chr17_haplotype1-0000018	21999905	27718561	5718656	
			T2T13_chr17_haplotype2-0000079	21866000	28852023	6986023	
			T2T13_chr20_haplotype1-0000004	25362964	32313965	6951001	
			T2T13_chr20_haplotype2-0000063	25322670	35707413	10384743	
			T2T13_chr21_haplotype1-0000001	1	6957637	6957636	
			T2T13_chr21_haplotype2-0000061	1	6643301	6643300	
			T2T13_chr2_haplotype2-0000067	91130572	95281445	4150873	
			T2T13_chr2_haplotype2-0000067	130834198	132875042	2040844	
			T2T13_chr3_haplotype1-0000016	89340024	96026992	6686968	
			T2T13_chr3_haplotype2-0000077	89313438	96539736	7226298	
			T2T13_chr4_haplotype1-0000023	48625806	53903989	5278183	
			T2T13_chr4_haplotype2-0000070	48843274	57326170	8482896	
			T2T13_chr5_haplotype1-0000011	45312903	52709632	7396729	
			T2T13_chr5_haplotype2-0000071	45649239	52765790	7116551	
			T2T13_chr6_haplotype1-0000014	57377219	64033351	6656132	
			T2T13_chr8_haplotype1-0000009	41878029	46942160	5064131	
			T2T13_chr8_haplotype2-0000068	42214347	47590200	5375853	
			T2T13_chr9_haplotype1-0000013	1	2276084	2276083	
			T2T13_chr9_haplotype2-0000075	1	1711653	1711652	
			T2T13_chrX_haplotype1-0000003	56833689	63198813	6365124	
			T2T13_chrX_haplotype2-0000062	56727986	62898556	6170570	
			T2T13_rc-chr10_haplotype1-0000015	38072935	43618458	5545523	
			T2T13_rc-chr12_haplotype1-0000008	33381386	39469083	6087697	
			T2T13_rc-chr13_haplotype1-0000026	1	10807551	10807550	
			T2T13_rc-chr13_haplotype2-0000085	4128067	11531048	7402981	
			T2T13_rc-chr14_haplotype1-0000027	2275237	9565606	7290369	
			T2T13_rc-chr14_haplotype1-0000045	1	56255	56254	
			T2T13_rc-chr14_haplotype2-0000087	5790699	13528144	7737445	
			T2T13_rc-chr14_unassigned-0000684	1	291313	291312	
			T2T13_rc-chr15_haplotype1-0000010	10139906	17045909	6906003	
			T2T13_rc-chr15_haplotype2-0000069	4962878	11865060	6902182	
			T2T13_rc-chr16_haplotype1-0000022	32176369	40999567	8823198	
			T2T13_rc-chr18_haplotype1-0000007	14355443	21458267	7102824	
			T2T13_rc-chr18_haplotype2-0000088	14481405	19887303	5405898	
			T2T13_rc-chr19_haplotype1-0000021	23176420	31324023	8147603	
			T2T13_rc-chr19_haplotype2-0000080	23418842	30619690	7200848	
			T2T13_rc-chr1_haplotype1-0000005	121305875	128038831	6732956	
			T2T13_rc-chr1_haplotype2-0000081	120323947	127440509	7116562	
			T2T13_rc-chr22_haplotype1-0000002	200382	15589557	15389175	
			T2T13_rc-chr22_haplotype2-0000074	1	14534271	14534270	
			T2T13_rc-chr2_haplotype1-0000025	91336743	95784556	4447813	
			T2T13_rc-chr2_haplotype1-0000025	131337169	133378014	2040845	
			T2T13_rc-chr6_haplotype2-0000073	57525818	64783627	7257809	
			T2T13_rc-chr7_haplotype1-0000012	57071205	65382536	8311331	
			T2T13_rc-chr7_haplotype2-0000072	57253505	65238666	7985161	
			T2T13_rc-chr9_haplotype1-0000019	39531653	48516815	8985162	
			T2T13_rc-chr9_haplotype1-0000019	60634698	62979220	2344522	
			T2T13_rc-chr9_haplotype2-0000082	39112013	50107557	10995544	
			T2T13_rc-chr9_haplotype2-0000082	63577002	65116768	1539766	
			T2T15_chr10_haplotype1-0000003	38017206	43240873	5223667	
			T2T15_chr10_haplotype2-0000056	38049590	43508926	5459336	
			T2T15_chr13_haplotype2-0000049	1	7379220	7379219	
			T2T15_chr14_haplotype1-0000006	1	11674682	11674681	
			T2T15_chr14_haplotype2-0000052	1	10473211	10473210	
			T2T15_chr16_haplotype1-0000018	31950018	41186063	9236045	
			T2T15_chr16_haplotype2-0000068	32225439	41007644	8782205	
			T2T15_chr17_haplotype1-0000017	22361338	25959888	3598550	
			T2T15_chr17_haplotype2-0000067	22406082	27853946	5447864	
			T2T15_chr18_haplotype1-0000012	14394627	21952150	7557523	
			T2T15_chr18_haplotype2-0000062	14376611	21795750	7419139	
			T2T15_chr1_haplotype2-0000060	120463002	127229511	6766509	
			T2T15_chr20_haplotype1-0000005	25399659	33328515	7928856	
			T2T15_chr21_haplotype1-0000002	1	6758304	6758303	
			T2T15_chr21_haplotype2-0000055	1	4768314	4768313	
			T2T15_chr2_haplotype1-0000009	91366222	95994541	4628319	
			T2T15_chr2_haplotype1-0000009	131499155	133540158	2041003	
			T2T15_chr2_haplotype2-0000059	91288610	96027480	4738870	
			T2T15_chr2_haplotype2-0000059	131651880	133692664	2040784	
			T2T15_chr3_haplotype1-0000016	89316333	98049351	8733018	
			T2T15_chr3_haplotype2-0000066	89107534	96506112	7398578	
			T2T15_chr4_haplotype1-0000008	48932038	54859099	5927061	
			T2T15_chr4_haplotype2-0000054	48900663	55177145	6276482	
			T2T15_chr6_haplotype1-0000011	57498239	63597494	6099255	
			T2T15_chr6_haplotype2-0000061	57314690	62966459	5651769	
			T2T15_chr8_haplotype1-0000013	41929362	47819406	5890044	
			T2T15_chr8_haplotype2-0000063	41426485	47257034	5830549	
			T2T15_rc-chr11_haplotype1-0000007	47783047	56049036	8265989	
			T2T15_rc-chr11_haplotype2-0000053	47763935	55596202	7832267	
			T2T15_rc-chr12_haplotype1-0000014	33480834	39393080	5912246	
			T2T15_rc-chr12_haplotype2-0000064	33388206	38923115	5534909	
			T2T15_rc-chr13_haplotype1-0000001	1	7261886	7261885	
			T2T15_rc-chr15_haplotype1-0000021	6960344	14340820	7380476	
			T2T15_rc-chr15_haplotype2-0000071	5595114	13593834	7998720	
			T2T15_rc-chr19_haplotype1-0000015	23406363	30551583	7145220	
			T2T15_rc-chr19_haplotype2-0000065	23345244	30354660	7009416	
			T2T15_rc-chr1_haplotype1-0000022	120707301	127756571	7049270	
			T2T15_rc-chr20_haplotype2-0000050	25370211	33496447	8126236	
			T2T15_rc-chr21_haplotype2-0000078	1	808377	808376	
			T2T15_rc-chr21_haplotype2-0000079	1	568235	568234	
			T2T15_rc-chr22_haplotype1-0000024	4067310	14644018	10576708	
			T2T15_rc-chr22_haplotype2-0000048	513991	14333248	13819257	
			T2T15_rc-chr5_haplotype1-0000004	45331723	51679922	6348199	
			T2T15_rc-chr5_haplotype2-0000051	45459181	52045141	6585960	
			T2T15_rc-chr7_haplotype1-0000010	57133912	65040246	7906334	
			T2T15_rc-chr7_haplotype2-0000072	57153281	66075033	8921752	
			T2T15_rc-chr9_haplotype1-0000019	39127389	47886570	8759181	
			T2T15_rc-chr9_haplotype1-0000019	62228667	66904004	4675337	
			T2T15_rc-chr9_haplotype2-0000069	39117563	48800611	9683048	
			T2T15_rc-chr9_haplotype2-0000069	64477788	69165724	4687936	
			T2T15_rc-chrX_haplotype1-0000020	56817887	62491067	5673180	
			T2T15_rc-chrX_haplotype2-0000070	56688075	62846998	6158923	
			T2T16_chr11_haplotype1-0000007	47732731	55830111	8097380	
			T2T16_chr11_haplotype2-0000080	47832216	55050771	7218555	
			T2T16_chr12_haplotype1-0000019	33329722	39310904	5981182	
			T2T16_chr12_haplotype2-0000096	33312719	37234028	3921309	
			T2T16_chr13_haplotype1-0000025	481911	7556859	7074948	
			T2T16_chr14_haplotype1-0000012	1730869	9260988	7530119	
			T2T16_chr15_haplotype1-0000001	3873937	9881950	6008013	
			T2T16_chr15_haplotype2-0000091	7123328	13774962	6651634	
			T2T16_chr17_haplotype2-0000079	22386248	28273278	5887030	
			T2T16_chr19_haplotype1-0000013	23484753	30173089	6688336	
			T2T16_chr19_haplotype2-0000090	23459907	31158994	7699087	
			T2T16_chr1_haplotype2-0000089	120776858	129754345	8977487	
			T2T16_chr21_haplotype1-0000023	455684	7517186	7061502	
			T2T16_chr21_haplotype2-0000099	1	6059065	6059064	
			T2T16_chr5_haplotype1-0000024	45266167	53269668	8003501	
			T2T16_chr5_haplotype2-0000100	45102923	51596439	6493516	
			T2T16_chr6_haplotype2-0000095	57386056	63591953	6205897	
			T2T16_rc-chr10_haplotype1-0000015	38115405	43602855	5487450	
			T2T16_rc-chr10_haplotype2-0000093	38127392	43896867	5769475	
			T2T16_rc-chr13_haplotype2-0000101	263163	10892380	10629217	
			T2T16_rc-chr14_haplotype2-0000088	4860680	13476788	8616108	
			T2T16_rc-chr16_haplotype1-0000014	31804812	41118685	9313873	
			T2T16_rc-chr16_haplotype2-0000092	31528819	40174741	8645922	
			T2T16_rc-chr17_haplotype1-0000006	22505984	28127103	5621119	
			T2T16_rc-chr18_haplotype1-0000002	14543237	22655680	8112443	
			T2T16_rc-chr18_haplotype2-0000075	14404368	23133174	8728806	
			T2T16_rc-chr1_haplotype1-0000022	120628401	128899389	8270988	
			T2T16_rc-chr20_haplotype1-0000005	25337386	32181747	6844361	
			T2T16_rc-chr20_haplotype2-0000076	25265460	34661927	9396467	
			T2T16_rc-chr22_haplotype1-0000003	1	11534537	11534536	
			T2T16_rc-chr22_haplotype2-0000077	3538137	14808915	11270778	
			T2T16_rc-chr2_haplotype1-0000010	91419517	96046633	4627116	
			T2T16_rc-chr2_haplotype1-0000010	131638559	133678780	2040221	
			T2T16_rc-chr2_haplotype2-0000085	91407772	95972620	4564848	
			T2T16_rc-chr2_haplotype2-0000085	131550254	133590834	2040580	
			T2T16_rc-chr3_haplotype1-0000017	89349014	97247128	7898114	
			T2T16_rc-chr3_haplotype2-0000094	89591263	97284376	7693113	
			T2T16_rc-chr4_haplotype1-0000008	48464567	54914606	6450039	
			T2T16_rc-chr4_haplotype2-0000084	48820181	54268665	5448484	
			T2T16_rc-chr6_haplotype1-0000018	57549088	63896632	6347544	
			T2T16_rc-chr7_haplotype1-0000021	57182829	64056136	6873307	
			T2T16_rc-chr7_haplotype2-0000103	57098088	64539611	7441523	
			T2T16_rc-chr8_haplotype1-0000004	42676706	48445054	5768348	
			T2T16_rc-chr8_haplotype2-0000078	42968899	48703715	5734816	
			T2T16_rc-chr9_haplotype1-0000011	39518536	49911919	10393383	
			T2T16_rc-chr9_haplotype1-0000011	61566703	66245038	4678335	
			T2T16_rc-chr9_haplotype2-0000087	39114379	49014546	9900167	
			T2T16_rc-chr9_haplotype2-0000087	61770014	66452266	4682252	
			T2T16_rc-chrX_haplotype1-0000009	56771094	63250076	6478982	
			T2T16_rc-chrX_haplotype2-0000097	56678207	61883157	5204950	
			T2T17_chr10_haplotype1-0000013	38049644	43656869	5607225	
			T2T17_chr10_haplotype2-0000077	38254267	43011786	4757519	
			T2T17_chr11_haplotype1-0000009	47760285	56094298	8334013	
			T2T17_chr11_haplotype2-0000073	47834865	55814883	7980018	
			T2T17_chr15_haplotype1-0000011	2827410	9554293	6726883	
			T2T17_chr15_haplotype2-0000075	5780790	12513966	6733176	
			T2T17_chr16_haplotype1-0000021	31756280	40002889	8246609	
			T2T17_chr16_haplotype2-0000081	32774529	39679631	6905102	
			T2T17_chr1_haplotype2-0000067	120965439	129530039	8564600	
			T2T17_chr20_haplotype1-0000019	25322389	33078007	7755618	
			T2T17_chr20_haplotype2-0000080	25327196	32540529	7213333	
			T2T17_chr4_haplotype1-0000008	48602087	55142419	6540332	
			T2T17_chr4_haplotype2-0000072	48658072	54837595	6179523	
			T2T17_chr5_haplotype1-0000002	45329277	50787269	5457992	
			T2T17_chr5_haplotype2-0000062	45389139	52537101	7147962	
			T2T17_chr6_haplotype1-0000024	57361565	63542405	6180840	
			T2T17_chr6_haplotype2-0000083	57276189	62790780	5514591	
			T2T17_chrY_haplotype1-0000020	9043784	11634665	2590881	
			T2T17_chrY_haplotype1-0000020	17473134	20063070	2589936	
			T2T17_rc-chr12_haplotype1-0000010	33571404	39239967	5668563	
			T2T17_rc-chr12_haplotype2-0000074	33458573	39589274	6130701	
			T2T17_rc-chr13_haplotype1-0000004	318837	13855031	13536194	
			T2T17_rc-chr13_haplotype2-0000065	1	7467432	7467431	
			T2T17_rc-chr14_haplotype1-0000014	197829	11376614	11178785	
			T2T17_rc-chr14_haplotype2-0000078	376013	14418299	14042286	
			T2T17_rc-chr17_haplotype1-0000001	21864312	27870289	6005977	
			T2T17_rc-chr17_haplotype2-0000061	21951525	28830397	6878872	
			T2T17_rc-chr18_haplotype1-0000005	14405453	23712570	9307117	
			T2T17_rc-chr18_haplotype2-0000063	14335483	19646263	5310780	
			T2T17_rc-chr19_haplotype1-0000012	23240250	31464780	8224530	
			T2T17_rc-chr19_haplotype2-0000076	23285796	33199413	9913617	
			T2T17_rc-chr1_haplotype1-0000015	120977105	130533003	9555898	
			T2T17_rc-chr21_haplotype1-0000023	187714	10096308	9908594	
			T2T17_rc-chr21_haplotype2-0000068	491419	10123609	9632190	
			T2T17_rc-chr22_haplotype1-0000022	1	12688834	12688833	
			T2T17_rc-chr22_haplotype2-0000082	69913	12078937	12009024	
			T2T17_rc-chr2_haplotype1-0000007	91282065	95776691	4494626	
			T2T17_rc-chr2_haplotype1-0000007	131333758	133373363	2039605	
			T2T17_rc-chr2_haplotype2-0000071	91383857	96142838	4758981	
			T2T17_rc-chr2_haplotype2-0000071	131691154	133730911	2039757	
			T2T17_rc-chr3_haplotype1-0000006	89333665	97095321	7761656	
			T2T17_rc-chr3_haplotype2-0000069	89325612	96987835	7662223	
			T2T17_rc-chr7_haplotype1-0000017	57213712	64911464	7697752	
			T2T17_rc-chr7_haplotype2-0000070	57224659	66136712	8912053	
			T2T17_rc-chr8_haplotype1-0000016	42339667	48178062	5838395	
			T2T17_rc-chr8_haplotype2-0000079	41908113	48748369	6840256	
			T2T17_rc-chr9_haplotype1-0000003	39139099	48791823	9652724	
			T2T17_rc-chr9_haplotype1-0000003	64643807	69344258	4700451	
			T2T17_rc-chr9_haplotype2-0000064	39139910	47880410	8740500	
			T2T17_rc-chr9_haplotype2-0000064	59636605	64317204	4680599	
			T2T17_rc-chrX_haplotype2-0000066	56724838	62199228	5474390	
			T2T18_chr10_haplotype1-0000013	38093742	43171063	5077321	
			T2T18_chr10_haplotype2-0000052	38155423	43049367	4893944	
			T2T18_chr12_haplotype1-0000008	33287790	39071713	5783923	
			T2T18_chr12_haplotype2-0000047	33381505	39271422	5889917	
			T2T18_chr13_haplotype1-0000010	1	5004742	5004741	
			T2T18_chr13_haplotype2-0000049	324135	7404791	7080656	
			T2T18_chr14_haplotype2-0000057	6828750	13606881	6778131	
			T2T18_chr16_haplotype1-0000015	32324600	39475582	7150982	
			T2T18_chr19_haplotype1-0000004	23562756	30502428	6939672	
			T2T18_chr19_haplotype2-0000043	23575678	31033340	7457662	
			T2T18_chr20_haplotype1-0000020	25335211	33443453	8108242	
			T2T18_chr20_haplotype2-0000063	25340268	34779686	9439418	
			T2T18_chr22_haplotype2-0000045	1	11064037	11064036	
			T2T18_chr4_haplotype1-0000023	48725465	55778863	7053398	
			T2T18_chr4_haplotype2-0000062	48615996	55422271	6806275	
			T2T18_chr5_haplotype1-0000018	45418473	52065082	6646609	
			T2T18_chr5_haplotype2-0000053	45230355	52066293	6835938	
			T2T18_chr8_haplotype1-0000012	42565218	48165698	5600480	
			T2T18_chr8_haplotype2-0000051	42728650	48254358	5525708	
			T2T18_chrX_haplotype2-0000059	56691258	63363821	6672563	
			T2T18_chrY_haplotype1-0000025	8949308	12187008	3237700	
			T2T18_rc-chr11_haplotype1-0000002	47790940	55351886	7560946	
			T2T18_rc-chr11_haplotype2-0000041	47767470	56558996	8791526	
			T2T18_rc-chr14-chr22-chr15-chr21-chr1_haplotype1-0000001	236776	2338748	2101972	
			T2T18_rc-chr14_haplotype1-0000017	4416033	11090355	6674322	
			T2T18_rc-chr15_haplotype1-0000003	11959044	17630487	5671443	
			T2T18_rc-chr15_haplotype2-0000042	11960974	17612962	5651988	
			T2T18_rc-chr16_haplotype2-0000055	32042186	39973151	7930965	
			T2T18_rc-chr17_haplotype1-0000007	21854790	28485752	6630962	
			T2T18_rc-chr17_haplotype2-0000046	21844681	27381736	5537055	
			T2T18_rc-chr18_haplotype1-0000014	14393262	22484728	8091466	
			T2T18_rc-chr18_haplotype2-0000054	14392305	22188052	7795747	
			T2T18_rc-chr1_haplotype1-0000022	120572285	130079532	9507247	
			T2T18_rc-chr1_haplotype2-0000060	121046317	128420714	7374397	
			T2T18_rc-chr21_haplotype1-0000024	68079	9501114	9433035	
			T2T18_rc-chr21_haplotype2-0000064	125368	14751379	14626011	
			T2T18_rc-chr22_haplotype1-0000006	1587386	16558516	14971130	
			T2T18_rc-chr2_haplotype1-0000021	91170747	95735618	4564871	
			T2T18_rc-chr2_haplotype1-0000021	131306780	133346987	2040207	
			T2T18_rc-chr2_haplotype2-0000058	91442842	95823885	4381043	
			T2T18_rc-chr2_haplotype2-0000058	131396044	133435377	2039333	
			T2T18_rc-chr3_haplotype1-0000016	89354244	99993629	10639385	
			T2T18_rc-chr3_haplotype2-0000056	89477804	97085941	7608137	
			T2T18_rc-chr6_haplotype1-0000009	57407495	65427129	8019634	
			T2T18_rc-chr6_haplotype2-0000048	57374119	63505761	6131642	
			T2T18_rc-chr7_haplotype1-0000005	57184702	65589918	8405216	
			T2T18_rc-chr7_haplotype2-0000044	57057118	64823739	7766621	
			T2T18_rc-chr9_haplotype1-0000011	41651273	48603566	6952293	
			T2T18_rc-chr9_haplotype1-0000011	59893522	64560365	4666843	
			T2T18_rc-chr9_haplotype2-0000050	39538378	48465662	8927284	
			T2T18_rc-chr9_haplotype2-0000050	62908295	66322214	3413919	
			T2T19_chr10_haplotype1-0000011	37680076	45370774	7690698	
			T2T19_chr10_haplotype2-0000041	37623483	44079697	6456214	
			T2T19_chr12_haplotype1-0000007	33416430	39772722	6356292	
			T2T19_chr12_haplotype2-0000037	33417319	39979025	6561706	
			T2T19_chr13_haplotype1-0000022	1	8463193	8463192	
			T2T19_chr13_haplotype2-0000050	1	8523872	8523871	
			T2T19_chr14_haplotype1-0000021	1	8809802	8809801	
			T2T19_chr14_haplotype2-0000034	1	8534128	8534127	
			T2T19_chr16_haplotype1-0000008	31913746	40600026	8686280	
			T2T19_chr16_haplotype2-0000039	31817464	39054029	7236565	
			T2T19_chr17_haplotype2-0000049	20842510	28401183	7558673	
			T2T19_chr18_haplotype1-0000013	14388966	23161034	8772068	
			T2T19_chr18_haplotype2-0000043	14393004	23206071	8813067	
			T2T19_chr19_haplotype1-0000020	23399390	31013080	7613690	
			T2T19_chr1_haplotype1-0000017	120724047	129932908	9208861	
			T2T19_chr1_haplotype2-0000047	120911990	128419947	7507957	
			T2T19_chr2_haplotype1-0000015	88401930	96712349	8310419	
			T2T19_chr2_haplotype1-0000015	132289020	134330364	2041344	
			T2T19_chr2_haplotype2-0000045	88452482	95177729	6725247	
			T2T19_chr2_haplotype2-0000045	130746198	132787696	2041498	
			T2T19_chr3_haplotype1-0000016	89381371	97353561	7972190	
			T2T19_chr3_haplotype2-0000046	89330241	97260170	7929929	
			T2T19_chr9_haplotype1-0000001	39182965	48563383	9380418	
			T2T19_chr9_haplotype1-0000001	59645256	64113802	4468546	
			T2T19_chr9_haplotype2-0000030	39130962	48550177	9419215	
			T2T19_chr9_haplotype2-0000030	61194608	65862516	4667908	
			T2T19_chrY_haplotype1-0000004	9175141	12423891	3248750	
			T2T19_chrY_haplotype1-0000004	18814715	20861020	2046305	
			T2T19_rc-chr11_haplotype1-0000019	47818281	56682164	8863883	
			T2T19_rc-chr11_haplotype2-0000051	47747442	56169541	8422099	
			T2T19_rc-chr15_haplotype1-0000023	7796185	14005802	6209617	
			T2T19_rc-chr15_haplotype2-0000052	6239090	13440734	7201644	
			T2T19_rc-chr17_haplotype1-0000018	20848681	28373189	7524508	
			T2T19_rc-chr19_haplotype2-0000038	23232560	31370223	8137663	
			T2T19_rc-chr20_haplotype1-0000002	25366218	34864119	9497901	
			T2T19_rc-chr20_haplotype2-0000032	25348186	35028768	9680582	
			T2T19_rc-chr21_haplotype1-0000014	50899	11477955	11427056	
			T2T19_rc-chr21_haplotype2-0000044	1	7940887	7940886	
			T2T19_rc-chr22_haplotype1-0000010	1	12443568	12443567	
