sample	contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
T2T02	unassigned-0000411	175260	unassigned	chr2	175273	0	0	non_satellite
T2T02	unassigned-0000494	36739	unassigned	chr9	36716	36716	1	satellite
T2T02	unassigned-0000727	87472	unassigned	chr16	87476	0	0	non_satellite
T2T02	unassigned-0000412	43476	unassigned	chr2	43476	0	0	non_satellite
T2T02	unassigned-0000495	94319	unassigned	chr9	566052	94342	0.166667	non_satellite
T2T02	unassigned-0000413	25246	unassigned	chr16	25221	0	0	non_satellite
T2T02	unassigned-0000496	42753	unassigned	chr9	42732	42732	1	satellite
T2T02	unassigned-0000455	148692	unassigned	chr21	243330	141587	0.581872	satellite
T2T02	unassigned-0000414	111063	unassigned	chr2	111119	0	0	non_satellite
T2T02	unassigned-0000415	31820	unassigned	chr7	31787	31787	1	satellite
T2T02	unassigned-0000457	102121	unassigned	chr5	102058	0	0	non_satellite
T2T02	unassigned-0000499	50963	unassigned	chr2	50945	0	0	non_satellite
T2T02	unassigned-0000418	28060	unassigned	chr15	28032	28032	1	satellite
T2T02	unassigned-0000419	71993	unassigned	chr22	71944	0	0	non_satellite
T2T02	haplotype2-0000223	125349	haplotype2	chr9	142022	142022	1	satellite
T2T02	haplotype2-0000225	28747	haplotype2	chrX	28747	0	0	non_satellite
T2T02	haplotype2-0000226	327517	haplotype2	chr13	244332	244332	1	satellite
T2T02	haplotype2-0000228	104613	haplotype2	chr7	90025	0	0	non_satellite
T2T02	haplotype2-0000229	55147	haplotype2	chr7	55463	0	0	non_satellite
T2T02	unassigned-0001180	64834	unassigned	chr1	65201	0	0	non_satellite
T2T02	unassigned-0001140	91430	unassigned	chr10	91264	0	0	non_satellite
T2T02	unassigned-0001100	95063	unassigned	chr7	95036	0	0	non_satellite
T2T02	unassigned-0001182	99482	unassigned	chr11	99524	0	0	non_satellite
T2T02	unassigned-0001101	98841	unassigned	chr6	98820	0	0	non_satellite
T2T02	unassigned-0001102	132637	unassigned	chr13	120184	120184	1	satellite
T2T02	unassigned-0001185	36755	unassigned	chr9	36747	0	0	non_satellite
T2T02	unassigned-0001103	122798	unassigned	chr6	122805	0	0	non_satellite
T2T02	unassigned-0001144	157258	unassigned	chr21	80017	80017	1	satellite
T2T02	unassigned-0001145	246855	unassigned	chr8	246884	0	0	non_satellite
T2T02	unassigned-0001186	10652	unassigned	chr1	10652	0	0	non_satellite
T2T02	unassigned-0001146	133302	unassigned	chr8	133349	0	0	non_satellite
T2T02	unassigned-0001105	45065	unassigned	chr7	45017	0	0	non_satellite
T2T02	unassigned-0001187	206429	unassigned	chr22	333313	209008	0.627062	satellite
T2T02	unassigned-0001147	178200	unassigned	chr8	178428	0	0	non_satellite
T2T02	unassigned-0001188	30961	unassigned	chr14	92955	30985	0.333333	non_satellite
T2T02	unassigned-0001148	199860	unassigned	chr13	139701	139701	1	satellite
T2T02	unassigned-0001149	141868	unassigned	chr21	90829	90829	1	satellite
T2T02	unassigned-0001108	49052	unassigned	chr13	53965	53965	1	satellite
T2T03	haplotype2-0000116	175585	haplotype2	chr10	175661	0	0	non_satellite
T2T03	haplotype2-0000097	80623	haplotype2	chrX	76510	76510	1	satellite
T2T03	haplotype2-0000117	72643	haplotype2	chr4	26112	0	0	non_satellite
T2T03	unassigned-0000570	4429706	unassigned	chr14	11150377	1873426	0.168015	non_satellite
T2T03	unassigned-0000571	191757	unassigned	chr13	570603	190201	0.333333	non_satellite
T2T03	unassigned-0000574	3349052	unassigned	chr14	10464992	2290083	0.218833	non_satellite
T2T03	unassigned-0000576	59120	unassigned	chr21	117830	58915	0.5	satellite
T2T03	unassigned-0000135	63578	unassigned	chr17	190803	63601	0.333333	non_satellite
T2T03	unassigned-0000136	147355	unassigned	chr17	589328	147332	0.25	non_satellite
T2T03	unassigned-0000137	60755	unassigned	chr15	57999	57999	1	satellite
T2T03	unassigned-0000578	46325	unassigned	chr14	92356	46178	0.5	satellite
T2T03	unassigned-0000138	261090	unassigned	chr13	268295	268295	1	satellite
T2T03	unassigned-0000579	192074	unassigned	chr13	712252	196582	0.276001	non_satellite
T2T03	unassigned-0000632	62431	unassigned	chr20	62354	0	0	non_satellite
T2T03	unassigned-0000173	214426	unassigned	chr20	209592	0	0	non_satellite
T2T03	unassigned-0000424	245375	unassigned	chr14	3198299	246023	0.0769231	non_satellite
T2T03	unassigned-0000190	150727	unassigned	chr13	1507120	150712	0.1	non_satellite
T2T03	unassigned-0000191	112957	unassigned	chr18	112917	0	0	non_satellite
T2T03	unassigned-0000192	111898	unassigned	chr19	107993	0	0	non_satellite
T2T03	unassigned-0000193	42853	unassigned	chr1	42800	0	0	non_satellite
T2T03	unassigned-0000656	62693	unassigned	chr13	62737	62737	1	satellite
T2T03	unassigned-0000670	187017	unassigned	chr14	372762	186381	0.5	satellite
T2T03	haplotype1-0000004	1064550	haplotype1	chr13	15640593	1006003	0.06432	non_satellite
T2T03	unassigned-0000690	267766	unassigned	chr13	176840	107837	0.6098	satellite
T2T03	unassigned-0000714	202780	unassigned	chr11	202770	0	0	non_satellite
T2T03	haplotype1-0000025	46629	haplotype1	chr21	43950	43950	1	satellite
T2T03	unassigned-0000716	251089	unassigned	chr14	219362	219362	1	satellite
T2T03	unassigned-0000483	54433	unassigned	chr13	54429	54429	1	satellite
T2T03	unassigned-0000271	155492	unassigned	chr17	155784	0	0	non_satellite
T2T03	haplotype2-0000064	191066	haplotype2	chrX	188060	188060	1	satellite
T2T03	haplotype2-0000065	69774	haplotype2	chr21	51114	51114	1	satellite
T2T03	haplotype2-0000067	51675	haplotype2	chr15	154752	51584	0.333333	non_satellite
T2T03	unassigned-0000291	39970	unassigned	chr21	36473	36473	1	satellite
T2T03	haplotype2-0000068	90150	haplotype2	chr2	360056	90014	0.25	non_satellite
T2T03	unassigned-0000529	35133	unassigned	chr5	35106	0	0	non_satellite
T2T03	unassigned-0000542	119880	unassigned	chr14	351522	117174	0.333333	non_satellite
T2T03	unassigned-0000330	144824	unassigned	chr14	144823	0	0	non_satellite
T2T03	unassigned-0000548	38446	unassigned	chr4	38412	0	0	non_satellite
T2T03	unassigned-0000561	46735	unassigned	chr13	92984	46492	0.5	satellite
T2T03	unassigned-0000549	176762	unassigned	chr3	177049	0	0	non_satellite
T2T03	unassigned-0000564	166672	unassigned	chr14	657596	164399	0.25	non_satellite
T2T03	unassigned-0000565	4099591	unassigned	chr21	19622644	3067750	0.156337	non_satellite
T2T03	unassigned-0000566	59973	unassigned	chr13	121232	60616	0.5	satellite
T2T03	unassigned-0000580	2442308	unassigned	chr22	33538324	2768539	0.0825485	non_satellite
T2T03	unassigned-0000581	66152	unassigned	chr14	130494	65247	0.5	satellite
T2T03	unassigned-0000358	395593	unassigned	chr10	397794	187936	0.472446	non_satellite
T2T03	unassigned-0000620	144167	unassigned	chr22	288728	144364	0.5	satellite
T2T03	unassigned-0000588	351669	unassigned	chr14	4545515	349655	0.0769231	non_satellite
T2T03	unassigned-0000149	202049	unassigned	chr21	403472	201736	0.5	satellite
T2T03	unassigned-0000412	130111	unassigned	chr21	262628	131314	0.5	satellite
T2T03	unassigned-0000165	110303	unassigned	chr21	220542	110271	0.5	satellite
T2T03	unassigned-0000640	236641	unassigned	chr15	236667	0	0	non_satellite
T2T03	unassigned-0000628	25379	unassigned	chr21	25363	25363	1	satellite
T2T03	unassigned-0000644	76197	unassigned	chr21	47735	47735	1	satellite
T2T03	unassigned-0000397	150922	unassigned	chr13	84858	84858	1	satellite
T2T03	unassigned-0000645	105673	unassigned	chr13	62941	62941	1	satellite
T2T03	unassigned-0000646	157231	unassigned	chr21	52355	52355	1	satellite
T2T03	unassigned-0000647	128904	unassigned	chr21	26890	26890	1	satellite
T2T03	unassigned-0000186	139277	unassigned	chr15	139276	0	0	non_satellite
T2T03	unassigned-0000187	228333	unassigned	chr15	228343	0	0	non_satellite
T2T03	unassigned-0000648	36869	unassigned	chr13	36333	36333	1	satellite
T2T03	unassigned-0000649	118342	unassigned	chr21	47031	47031	1	satellite
T2T03	unassigned-0000662	129436	unassigned	chr14	258098	129049	0.5	satellite
T2T03	unassigned-0000436	51775	unassigned	chr21	55940	55940	1	satellite
T2T03	unassigned-0000209	242436	unassigned	chr21	145558	145558	1	satellite
T2T03	unassigned-0000680	169675	unassigned	chr13	349162	174581	0.5	satellite
T2T03	unassigned-0000701	2958418	unassigned	chr13	14901933	2789521	0.187192	non_satellite
T2T03	unassigned-0000669	194049	unassigned	chr15	778868	194717	0.25	non_satellite
T2T03	unassigned-0000704	152057	unassigned	chr14	96381	96381	1	satellite
T2T03	haplotype1-0000030	444675	haplotype1	chr21	699490	606781	0.867462	satellite
T2T03	unassigned-0000246	61374	unassigned	chr13	61314	61314	1	satellite
T2T03	unassigned-0000688	3582459	unassigned	chr22	12849707	2667186	0.207568	non_satellite
T2T03	haplotype1-0000031	141501	haplotype1	chr15	137632	0	0	non_satellite
T2T03	unassigned-0000689	138653	unassigned	chr14	274830	137415	0.5	satellite
T2T03	haplotype1-0000032	404937	haplotype1	chr15	404458	0	0	non_satellite
T2T03	haplotype1-0000033	100161	haplotype1	chr16	100160	0	0	non_satellite
T2T03	unassigned-0000510	102724	unassigned	chr21	272574	90858	0.333333	non_satellite
T2T03	haplotype1-0000034	98151	haplotype1	chr21	42710	42710	1	satellite
T2T03	unassigned-0000490	157939	unassigned	chr13	319754	159877	0.5	satellite
T2T03	haplotype1-0000035	42725	haplotype1	chr21	19942	19942	1	satellite
T2T03	unassigned-0000512	73936	unassigned	chr21	131330	73845	0.562286	satellite
T2T03	unassigned-0000493	38317	unassigned	chr11	38290	0	0	non_satellite
T2T03	unassigned-0000267	35234	unassigned	chr13	35148	35148	1	satellite
T2T03	unassigned-0000494	94500	unassigned	chr13	95622	95622	1	satellite
T2T03	haplotype2-0000059	189172	haplotype2	chr16	186304	0	0	non_satellite
T2T03	unassigned-0000302	82180	unassigned	chr15	82049	82049	1	satellite
T2T03	unassigned-0000531	227800	unassigned	chr22	683139	227713	0.333333	non_satellite
T2T03	unassigned-0000532	2117553	unassigned	chr14	19154500	1793946	0.0936566	non_satellite
T2T03	unassigned-0000287	60625	unassigned	chr2	181749	60583	0.333333	non_satellite
T2T03	unassigned-0000535	138821	unassigned	chr5	138594	0	0	non_satellite
T2T03	unassigned-0000536	37647	unassigned	chr5	37528	0	0	non_satellite
T2T03	unassigned-0000550	118687	unassigned	chr6	118658	0	0	non_satellite
T2T03	unassigned-0000537	155537	unassigned	chr17	622020	155505	0.25	non_satellite
T2T03	haplotype2-0000114	236357	haplotype2	chr6	235364	0	0	non_satellite
T2T03	unassigned-0000324	55364	unassigned	chr13	55184	55184	1	satellite
T2T03	haplotype2-0000115	911384	haplotype2	chr22	2914288	748410	0.256807	non_satellite
T2T05	unassigned-0000092	96078	unassigned	chr7	96057	0	0	non_satellite
T2T05	unassigned-0000112	97639	unassigned	chr22	96209	96209	1	satellite
T2T05	unassigned-0000553	109701	unassigned	chr21	19749	19749	1	satellite
T2T05	unassigned-0000800	152000	unassigned	chr16	152045	0	0	non_satellite
T2T05	unassigned-0000781	67206	unassigned	chr6	67185	0	0	non_satellite
T2T05	unassigned-0000113	32786	unassigned	chr15	32816	32816	1	satellite
T2T05	unassigned-0000555	68327	unassigned	chr21	26341	26341	1	satellite
T2T05	unassigned-0000328	74087	unassigned	chr17	54434	0	0	non_satellite
T2T05	unassigned-0000114	56468	unassigned	chr15	56333	56333	1	satellite
T2T05	unassigned-0000329	75571	unassigned	chr17	55596	0	0	non_satellite
T2T05	unassigned-0000803	322605	unassigned	chr15	322613	0	0	non_satellite
T2T05	unassigned-0000783	59310	unassigned	chr12	167439	55813	0.333333	non_satellite
T2T05	unassigned-0000557	219360	unassigned	chr21	27640	27640	1	satellite
T2T05	unassigned-0000805	104705	unassigned	chr5	104687	0	0	non_satellite
T2T05	unassigned-0000571	142461	unassigned	chr14	142440	0	0	non_satellite
T2T05	unassigned-0000130	122720	unassigned	chr13	135051	135051	1	satellite
T2T05	unassigned-0000119	206907	unassigned	chr1	206828	0	0	non_satellite
T2T05	unassigned-0000132	59583	unassigned	chr13	70734	59683	0.843767	satellite
T2T05	unassigned-0000347	90720	unassigned	chr22	74325	74325	1	satellite
T2T05	unassigned-0000360	84016	unassigned	chr21	82063	82063	1	satellite
T2T05	unassigned-0000789	101462	unassigned	chr21	157074	122121	0.777474	satellite
T2T05	unassigned-0000134	57115	unassigned	chr13	58517	58517	1	satellite
T2T05	unassigned-0000362	58151	unassigned	chr15	57985	57985	1	satellite
T2T05	unassigned-0000137	245214	unassigned	chr6	245187	0	0	non_satellite
T2T05	unassigned-0000138	58639	unassigned	chr6	58672	0	0	non_satellite
T2T05	unassigned-0000139	120200	unassigned	chr6	120273	0	0	non_satellite
T2T05	unassigned-0000152	237776	unassigned	chr4	237814	0	0	non_satellite
T2T05	unassigned-0000366	104706	unassigned	chr17	66850	0	0	non_satellite
T2T05	unassigned-0000367	60280	unassigned	chr17	55596	0	0	non_satellite
T2T05	unassigned-0000614	51059	unassigned	chr1	51065	0	0	non_satellite
T2T05	unassigned-0000368	104912	unassigned	chr17	55596	0	0	non_satellite
T2T05	unassigned-0000596	56526	unassigned	chr15	56902	56902	1	satellite
T2T05	unassigned-0000155	189076	unassigned	chr21	913228	212749	0.232964	non_satellite
T2T05	unassigned-0000156	228246	unassigned	chr7	228236	0	0	non_satellite
T2T05	unassigned-0000385	91922	unassigned	chr13	89423	89423	1	satellite
T2T05	unassigned-0000173	47120	unassigned	chr15	46889	46889	1	satellite
T2T05	unassigned-0000407	214553	unassigned	chr13	187245	187245	1	satellite
T2T05	unassigned-0000635	109022	unassigned	chr22	105434	105434	1	satellite
T2T05	unassigned-0000389	133792	unassigned	chr13	182485	182485	1	satellite
T2T05	unassigned-0000175	112895	unassigned	chr13	114509	114509	1	satellite
T2T05	unassigned-0000176	26783	unassigned	chr21	34926	34926	1	satellite
T2T05	unassigned-0000210	7122578	unassigned	chr13	90210117	5721580	0.063425	non_satellite
T2T05	unassigned-0000211	116576	unassigned	chr21	119462	119462	1	satellite
T2T05	unassigned-0000191	198202	unassigned	chr2	198215	198215	1	satellite
T2T05	unassigned-0000178	211919	unassigned	chr13	216208	216208	1	satellite
T2T05	unassigned-0000179	78794	unassigned	chr22	78798	0	0	non_satellite
T2T05	unassigned-0000659	49460	unassigned	chr13	49121	49121	1	satellite
T2T05	unassigned-0000673	139063	unassigned	chr1	139092	0	0	non_satellite
T2T05	haplotype1-0000006	2096668	haplotype1	chr21	29104305	2111244	0.0725406	non_satellite
T2T05	unassigned-0000677	121355	unassigned	chr13	168030	168030	1	satellite
T2T05	haplotype1-0000008	2906995	haplotype1	chr15	19729865	1966314	0.0996618	non_satellite
T2T05	unassigned-0000692	60329	unassigned	chr21	18276	18276	1	satellite
T2T05	unassigned-0000251	89387	unassigned	chr21	88706	88706	1	satellite
T2T05	unassigned-0000238	52812	unassigned	chr15	53485	53485	1	satellite
T2T05	unassigned-0000713	111644	unassigned	chr22	107339	107339	1	satellite
T2T05	unassigned-0000252	107647	unassigned	chr22	88258	88258	1	satellite
T2T05	haplotype2-0000042	1452654	haplotype2	chr18	1005054	1005054	1	satellite
T2T05	unassigned-0000254	52297	unassigned	chr15	52217	52217	1	satellite
T2T05	haplotype1-0000026	301356	haplotype1	chr3	161780	161780	1	satellite
T2T05	unassigned-0000255	72798	unassigned	chr22	72176	72176	1	satellite
T2T05	haplotype2-0000045	3036172	haplotype2	chr21	54960357	2995799	0.0545084	non_satellite
T2T05	haplotype1-0000027	184365	haplotype1	chr3	90119	90119	1	satellite
T2T05	haplotype2-0000046	1113093	haplotype2	chr21	22621013	1109189	0.0490336	non_satellite
T2T05	haplotype1-0000028	182413	haplotype1	chr3	90119	90119	1	satellite
T2T05	unassigned-0000718	53770	unassigned	chr15	55424	55424	1	satellite
T2T05	haplotype1-0000029	140192	haplotype1	chr3	31054	31054	1	satellite
T2T05	unassigned-0000719	53786	unassigned	chr15	53654	53654	1	satellite
T2T05	unassigned-0000271	72933	unassigned	chr15	73409	73409	1	satellite
T2T05	unassigned-0000733	53195	unassigned	chr12	53138	53138	1	satellite
T2T05	unassigned-0000734	73421	unassigned	chr12	586464	73308	0.125	non_satellite
T2T05	unassigned-0000508	70510	unassigned	chr2	70472	70472	1	satellite
T2T05	unassigned-0000735	62111	unassigned	chr12	495560	61945	0.125	non_satellite
T2T05	unassigned-0000509	58612	unassigned	chr2	175584	58528	0.333333	non_satellite
T2T05	unassigned-0000275	154872	unassigned	chr14	24774	24774	1	satellite
T2T05	unassigned-0000276	114444	unassigned	chr14	219906	109953	0.5	satellite
T2T05	unassigned-0000277	71102	unassigned	chr21	148708	112025	0.753322	satellite
T2T05	haplotype2-0000081	55802	haplotype2	chr3	55667	55667	1	satellite
T2T05	unassigned-0000752	71775	unassigned	chr3	71706	0	0	non_satellite
T2T05	unassigned-0000278	113545	unassigned	chr2	113555	113555	1	satellite
T2T05	haplotype2-0000069	81528	haplotype2	chr17	25782	25782	1	satellite
T2T05	unassigned-0000754	84626	unassigned	chr1	84641	0	0	non_satellite
T2T05	unassigned-0000314	40119	unassigned	chr15	79712	39856	0.5	satellite
T2T05	unassigned-0000542	218358	unassigned	chr17	218361	0	0	non_satellite
T2T05	unassigned-0000296	88555	unassigned	chr21	83362	83362	1	satellite
T2T05	unassigned-0000102	177116	unassigned	chr21	175257	175257	1	satellite
T2T05	unassigned-0000543	119943	unassigned	chr21	147445	113295	0.768388	satellite
T2T05	haplotype2-0000086	55492	haplotype2	chr14	55432	0	0	non_satellite
T2T05	unassigned-0000757	72661	unassigned	chr13	53356	53356	1	satellite
T2T05	unassigned-0000103	49494	unassigned	chr6	49476	0	0	non_satellite
T2T05	unassigned-0000317	90223	unassigned	chr22	178922	89461	0.5	satellite
T2T05	unassigned-0000318	2553113	unassigned	chr21	22950206	2218466	0.0966643	non_satellite
T2T05	unassigned-0000759	60869	unassigned	chr13	58648	58648	1	satellite
T2T05	unassigned-0000299	84854	unassigned	chr22	38929	38929	1	satellite
T2T05	unassigned-0000105	119938	unassigned	chr14	105457	105457	1	satellite
T2T05	unassigned-0000776	115401	unassigned	chr16	115450	0	0	non_satellite
T2T05	unassigned-0000121	208301	unassigned	chr15	208306	0	0	non_satellite
T2T05	unassigned-0000089	187204	unassigned	chr22	164741	164741	1	satellite
T2T05	unassigned-0000564	80464	unassigned	chr21	29684	29684	1	satellite
T2T05	unassigned-0000124	51928	unassigned	chr18	51885	0	0	non_satellite
T2T05	unassigned-0000125	144232	unassigned	chr18	144221	0	0	non_satellite
T2T05	unassigned-0000793	89840	unassigned	chr13	718696	89837	0.125	non_satellite
T2T05	unassigned-0000126	42064	unassigned	chr15	32961	32961	1	satellite
T2T05	unassigned-0000141	48261	unassigned	chr13	47844	47844	1	satellite
T2T05	unassigned-0000129	140308	unassigned	chr13	10812	10812	1	satellite
T2T05	unassigned-0000370	46959	unassigned	chr22	46959	46959	1	satellite
T2T05	unassigned-0000357	101579	unassigned	chr21	133210	87232	0.654846	satellite
T2T05	unassigned-0000143	83256	unassigned	chr1	83233	0	0	non_satellite
T2T05	unassigned-0000358	49781	unassigned	chr15	49507	49507	1	satellite
T2T05	unassigned-0000146	129227	unassigned	chr22	66870	66870	1	satellite
T2T05	unassigned-0000621	58859	unassigned	chr15	53431	53431	1	satellite
T2T05	unassigned-0000161	54766	unassigned	chr21	111538	55769	0.5	satellite
T2T05	unassigned-0000148	82721	unassigned	chr13	82643	82643	1	satellite
T2T05	unassigned-0000149	169382	unassigned	chr14	241718	166318	0.688066	satellite
T2T05	unassigned-0000163	140745	unassigned	chr21	281812	140906	0.5	satellite
T2T05	unassigned-0000624	105217	unassigned	chr21	196883	167268	0.849581	satellite
T2T05	unassigned-0000625	117658	unassigned	chr22	55438	55438	1	satellite
T2T05	unassigned-0000166	219744	unassigned	chr15	219827	219827	1	satellite
T2T05	unassigned-0000167	201402	unassigned	chr15	201467	201467	1	satellite
T2T05	unassigned-0000628	39197	unassigned	chr1	39163	0	0	non_satellite
T2T05	unassigned-0000181	79036	unassigned	chr22	79022	0	0	non_satellite
T2T05	unassigned-0000202	32431	unassigned	chr2	32431	32431	1	satellite
T2T05	unassigned-0000204	123057	unassigned	chr15	1107378	123042	0.111111	non_satellite
T2T05	unassigned-0000418	201876	unassigned	chr15	37583	37583	1	satellite
T2T05	unassigned-0000432	40917	unassigned	chr22	40899	40899	1	satellite
T2T05	unassigned-0000205	153171	unassigned	chr15	718758	155322	0.216098	non_satellite
T2T05	unassigned-0000206	201989	unassigned	chr15	1084188	200578	0.185003	non_satellite
T2T05	unassigned-0000207	125719	unassigned	chr15	845733	120819	0.142857	non_satellite
T2T05	unassigned-0000435	49240	unassigned	chr15	48977	48977	1	satellite
T2T05	unassigned-0000188	209830	unassigned	chr13	860039	197891	0.230095	non_satellite
T2T05	unassigned-0000189	66214	unassigned	chr22	62560	62560	1	satellite
T2T05	unassigned-0000438	66307	unassigned	chr17	66262	0	0	non_satellite
T2T05	unassigned-0000439	115829	unassigned	chr17	115822	0	0	non_satellite
T2T05	unassigned-0000452	62727	unassigned	chr15	61337	61337	1	satellite
T2T05	unassigned-0000667	192207	unassigned	chr21	197404	197404	1	satellite
T2T05	unassigned-0000701	79972	unassigned	chr13	81178	81178	1	satellite
T2T05	unassigned-0000702	55904	unassigned	chr21	30492	30492	1	satellite
T2T05	unassigned-0000243	48764	unassigned	chr15	47535	47535	1	satellite
T2T05	unassigned-0000705	65138	unassigned	chr15	61464	61464	1	satellite
T2T05	unassigned-0000245	71021	unassigned	chr22	69568	69568	1	satellite
T2T05	unassigned-0000686	63774	unassigned	chr15	59295	59295	1	satellite
T2T05	haplotype1-0000030	302554	haplotype1	chr3	72507	72507	1	satellite
T2T05	unassigned-0000687	99357	unassigned	chr22	98076	98076	1	satellite
T2T05	unassigned-0000720	87847	unassigned	chr1	87857	0	0	non_satellite
T2T05	haplotype1-0000031	281067	haplotype1	chr16	152780	152780	1	satellite
T2T05	haplotype1-0000032	122290	haplotype1	chr16	150154	150154	1	satellite
T2T05	haplotype2-0000051	2669939	haplotype2	chr15	7372080	1569148	0.21285	non_satellite
T2T05	haplotype1-0000033	143425	haplotype1	chr16	179144	179144	1	satellite
T2T05	unassigned-0000723	84761	unassigned	chr14	84523	0	0	non_satellite
T2T05	unassigned-0000724	86197	unassigned	chr3	86169	0	0	non_satellite
T2T05	haplotype1-0000034	190876	haplotype1	chr16	148158	148158	1	satellite
T2T05	haplotype1-0000035	381118	haplotype1	chr6	575943	575943	1	satellite
T2T05	haplotype2-0000054	8008508	haplotype2	chr15	151080691	7692034	0.0509134	non_satellite
T2T05	haplotype1-0000036	254528	haplotype1	chr21	82759	82759	1	satellite
T2T05	haplotype1-0000037	406388	haplotype1	chr16	260724	260724	1	satellite
T2T05	unassigned-0000727	54597	unassigned	chr16	217792	54448	0.25	non_satellite
T2T05	unassigned-0000493	214042	unassigned	chr13	194343	194343	1	satellite
T2T05	haplotype2-0000070	100691	haplotype2	chr4	99865	0	0	non_satellite
T2T05	unassigned-0000514	59267	unassigned	chr14	118552	59276	0.5	satellite
T2T05	unassigned-0000742	124175	unassigned	chr21	41297	41297	1	satellite
T2T05	haplotype2-0000071	1062603	haplotype2	chr17	195996	195996	1	satellite
T2T05	haplotype2-0000072	501243	haplotype2	chr6	189377	189377	1	satellite
T2T05	unassigned-0000282	32576	unassigned	chr21	32573	32573	1	satellite
T2T05	unassigned-0000530	216850	unassigned	chr21	87710	87710	1	satellite
T2T05	haplotype2-0000075	47786	haplotype2	chr18	48430	48430	1	satellite
T2T05	unassigned-0000533	104816	unassigned	chr21	105937	105937	1	satellite
T2T05	haplotype2-0000076	105942	haplotype2	chr17	12896	12896	1	satellite
T2T05	unassigned-0000320	93593	unassigned	chr21	72929	72929	1	satellite
T2T05	unassigned-0000321	50679	unassigned	chr21	20387	20387	1	satellite
T2T05	haplotype2-0000079	59920	haplotype2	chr18	60564	60564	1	satellite
T2T05	unassigned-0000309	172621	unassigned	chr13	119104	119104	1	satellite
T2T05	unassigned-0000110	75127	unassigned	chr22	75274	75274	1	satellite
T2T05	unassigned-0000091	33398	unassigned	chr7	33283	0	0	non_satellite
T2T06	unassigned-0000882	60022	unassigned	chr2	59950	59950	1	satellite
T2T06	unassigned-0000841	85682	unassigned	chr22	59568	59568	1	satellite
T2T06	unassigned-0000883	52930	unassigned	chr2	158592	52864	0.333333	non_satellite
T2T06	unassigned-0000842	39342	unassigned	chr13	39212	39212	1	satellite
T2T06	unassigned-0000843	63502	unassigned	chr1	63389	0	0	non_satellite
T2T06	unassigned-0000802	118416	unassigned	chr15	102438	102438	1	satellite
T2T06	unassigned-0000844	51417	unassigned	chr13	35907	35907	1	satellite
T2T06	unassigned-0000845	102269	unassigned	chr20	102297	102297	1	satellite
T2T06	unassigned-0000846	169729	unassigned	chr15	169734	0	0	non_satellite
T2T06	unassigned-0000572	224400	unassigned	chr13	518626	246752	0.47578	non_satellite
T2T06	unassigned-0000847	32018	unassigned	chr22	31946	31946	1	satellite
T2T06	unassigned-0000573	151669	unassigned	chr22	422601	140867	0.333333	non_satellite
T2T06	unassigned-0000806	107056	unassigned	chr22	94532	94532	1	satellite
T2T06	unassigned-0000848	32018	unassigned	chr22	31946	31946	1	satellite
T2T06	unassigned-0000574	132836	unassigned	chr14	12446	12446	1	satellite
T2T06	unassigned-0000807	48101	unassigned	chr21	90902	45451	0.5	satellite
T2T06	unassigned-0000575	82526	unassigned	chr15	120321	120321	1	satellite
T2T06	unassigned-0000808	44126	unassigned	chr13	39981	39981	1	satellite
T2T06	unassigned-0000261	149239	unassigned	chr21	80744	80744	1	satellite
T2T06	unassigned-0000576	39649	unassigned	chr15	39820	39820	1	satellite
T2T06	unassigned-0000809	93221	unassigned	chr18	82229	82229	1	satellite
T2T06	unassigned-0000536	203991	unassigned	chr22	208252	182973	0.878613	satellite
T2T06	unassigned-0000262	65523	unassigned	chr16	65486	0	0	non_satellite
T2T06	unassigned-0000577	233301	unassigned	chr15	1306674	249554	0.190984	non_satellite
T2T06	unassigned-0000537	61662	unassigned	chr15	61717	61717	1	satellite
T2T06	unassigned-0000538	47560	unassigned	chr13	47498	47498	1	satellite
T2T06	unassigned-0000265	141783	unassigned	chr21	45115	45115	1	satellite
T2T06	unassigned-0000224	112548	unassigned	chr22	108814	108814	1	satellite
T2T06	unassigned-0000225	110599	unassigned	chr17	110637	0	0	non_satellite
T2T06	unassigned-0000226	134995	unassigned	chr3	135187	0	0	non_satellite
T2T06	unassigned-0000267	180516	unassigned	chr21	60392	60392	1	satellite
T2T06	unassigned-0000228	95034	unassigned	chr1	95039	95039	1	satellite
T2T06	haplotype2-0000075	70254	haplotype2	chrY	105189	105189	1	satellite
T2T06	haplotype2-0000076	204387	haplotype2	chrY	285848	258668	0.904915	satellite
T2T06	haplotype1-0000031	324630	haplotype1	chr4	147037	147037	1	satellite
T2T06	haplotype1-0000033	45445	haplotype1	chr1	22608	22608	1	satellite
T2T06	haplotype1-0000039	173438	haplotype1	chr1	144217	144217	1	satellite
T2T06	unassigned-0000960	154877	unassigned	chr6	156350	0	0	non_satellite
T2T06	unassigned-0000961	146807	unassigned	chr2	146815	146815	1	satellite
T2T06	unassigned-0000920	53514	unassigned	chr16	53516	0	0	non_satellite
T2T06	unassigned-0000962	53217	unassigned	chr2	53212	53212	1	satellite
T2T06	unassigned-0000921	110589	unassigned	chr21	110512	0	0	non_satellite
T2T06	unassigned-0000922	28708	unassigned	chr15	28709	28709	1	satellite
T2T06	unassigned-0000964	31025	unassigned	chr16	30997	0	0	non_satellite
