sample	source	chr	start	end	feature_type
T2T04_2	Nucflag	chr9	139126125	139146641	HET
T2T04_2	Nucflag	chr9	139268262	139363257	HET
T2T04_2	Nucflag	chr9	139436372	139444935	HET
T2T04_2	Nucflag	chr9	140041257	140056019	HET
T2T04_2	Nucflag	chr9	140106923	140151216	HET
T2T04_2	Nucflag	chr9	140266606	140288681	HET
T2T04_2	Nucflag	chr9	140531401	140564487	HET
T2T04_2	Nucflag	chr9	141043046	141122792	HET
T2T04_2	Nucflag	chr9	141232024	141240971	HET
T2T04_2	Nucflag	chr9	141261421	141299265	HET
T2T04_2	Nucflag	chr9	122860645	122917010	MISJOIN
T2T04_2	Nucflag	chr9	122984701	122997868	HET
T2T04_2	Nucflag	chr9	123094538	123134578	HET
T2T04_2	Nucflag	chr9	123566241	123579889	HET
T2T04_2	Nucflag	chr9	124669811	124689612	HET
T2T04_2	Nucflag	chr9	124813555	124824344	HET
T2T04_2	Nucflag	chr9	124978413	125025348	HET
T2T04_2	Nucflag	chr9	125065803	125091339	HET
T2T04_2	Nucflag	chr9	125326851	125357750	HET
T2T04_2	Nucflag	chr9	125433745	125457872	HET
T2T04_2	Nucflag	chr9	125751870	125752617	HET
T2T04_2	Nucflag	chr9	125783336	125792783	HET
T2T04_2	Nucflag	chr9	126064300	126067507	HET
T2T04_2	Nucflag	chr9	126087010	126118934	HET
T2T04_2	Nucflag	chr9	126349424	126355443	HET
T2T04_2	Nucflag	chr9	126600302	126627862	HET
T2T04_2	Nucflag	chr9	126663498	126692338	HET
T2T04_2	Nucflag	chr9	126871963	126884730	HET
T2T04_2	Nucflag	chr9	126922176	126943138	HET
T2T04_2	Nucflag	chr9	127384910	127435681	HET
T2T04_2	Nucflag	chr9	127638740	127669561	HET
T2T04_2	Nucflag	chr9	127687643	127742535	HET
T2T04_2	Nucflag	chr9	127923576	127947759	HET
T2T04_2	Nucflag	chr9	128026882	128037671	HET
T2T04_2	Nucflag	chr9	128045976	128060118	HET
T2T04_2	Nucflag	chr9	128064675	128102238	HET
T2T04_2	Nucflag	chr9	128143976	128177151	HET
T2T04_2	Nucflag	chr9	128177980	128181030	HET
T2T04_2	Nucflag	chr9	128480767	128502438	HET
T2T04_2	Nucflag	chr9	128892900	128909564	HET
T2T04_2	Nucflag	chr9	128909562	128921697	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	128921695	129074066	HET
T2T04_2	Nucflag	chr9	129372805	129392825	HET
T2T04_2	Nucflag	chr9	129831512	129834909	HET
T2T04_2	Nucflag	chr9	129910831	129940200	HET
T2T04_2	Nucflag	chr9	129964408	129971692	HET
T2T04_2	Nucflag	chr9	130012514	130025735	HET
T2T04_2	Nucflag	chr9	130001955	130033690	HET
T2T04_2	Nucflag	chr9	130033688	130044106	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	130044104	130065585	HET
T2T04_2	Nucflag	chr9	130073111	130087508	HET
T2T04_2	Nucflag	chr9	130331478	130339741	HET
T2T04_2	Nucflag	chr9	130349319	130388609	HET
T2T04_2	Nucflag	chr9	130402223	130406544	HET
T2T04_2	Nucflag	chr9	130442434	130451005	HET
T2T04_2	Nucflag	chr9	130480950	130484895	HET
T2T04_2	Nucflag	chr9	130516254	130528098	HET
T2T04_2	Nucflag	chr9	130554225	130561216	HET
T2T04_2	Nucflag	chr9	130578205	130586516	HET
T2T04_2	Nucflag	chr9	130578204	130602349	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	130622986	130643786	HET
T2T04_2	Nucflag	chr9	130685929	130698980	HET
T2T04_2	Nucflag	chr9	130841169	130872167	HET
T2T04_2	Nucflag	chr9	131431093	131437156	HET
T2T04_2	Nucflag	chr9	131455323	131484367	HET
T2T04_2	Nucflag	chr9	131514381	131525910	HET
T2T04_2	Nucflag	chr9	131596977	131695645	HET
T2T04_2	Nucflag	chr9	131722216	131734798	HET
T2T04_2	Nucflag	chr9	132057043	132064728	HET
T2T04_2	Nucflag	chr9	132114599	132159959	HET
T2T04_2	Nucflag	chr9	132381103	132420773	HET
T2T04_2	Nucflag	chr9	132647811	132662925	HET
T2T04_2	Nucflag	chr9	132679105	132698673	HET
T2T04_2	Nucflag	chr9	132706243	132718645	HET
T2T04_2	Nucflag	chr9	133380934	133435151	HET
T2T04_2	Nucflag	chr9	133446711	133466745	HET
T2T04_2	Nucflag	chr9	133509021	133540772	HET
T2T04_2	Nucflag	chr9	133525677	133558109	HET
T2T04_2	Nucflag	chr9	133644706	133653066	HET
T2T04_2	Nucflag	chr9	133666087	133756166	HET
T2T04_2	Nucflag	chr9	133789443	133805692	HET
T2T04_2	Nucflag	chr9	134119986	134125403	HET
T2T04_2	Nucflag	chr9	134337502	134355923	HET
T2T04_2	Nucflag	chr9	134638445	134676490	HET
T2T04_2	Nucflag	chr9	134699193	134757507	HET
T2T04_2	Nucflag	chr9	134839009	134865590	HET
T2T04_2	Nucflag	chr9	134855148	134875894	HET
T2T04_2	Nucflag	chr9	134997438	135016873	HET
T2T04_2	Nucflag	chr9	135135265	135147218	HET
T2T04_2	Nucflag	chr9	135367918	135409894	HET
T2T04_2	Nucflag	chr9	135528968	135542947	HET
T2T04_2	Nucflag	chr9	135855898	135864321	HET
T2T04_2	Nucflag	chr9	135963702	135974582	HET
T2T04_2	Nucflag	chr9	136858661	136873711	HET
T2T04_2	Nucflag	chr9	136919699	136933961	HET
T2T04_2	Nucflag	chr9	121703252	121717450	HET
T2T04_2	Nucflag	chr9	121782090	121789606	HET
T2T04_2	Nucflag	chr9	121819709	121849718	HET
T2T04_2	Nucflag	chr9	122086084	122099318	HET
T2T04_2	Nucflag	chr9	122177271	122208433	HET
T2T04_2	Nucflag	chr9	122313557	122335564	HET
T2T04_2	Nucflag	chr9	122368936	122392328	HET
T2T04_2	Nucflag	chr9	122398750	122426448	HET
T2T04_2	Nucflag	chr9	122456100	122468181	HET
T2T04_2	Nucflag	chr9	122620945	122629222	HET
T2T04_2	Nucflag	chr9	122626181	122629221	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	122626180	122661465	HET
T2T04_2	Nucflag	chr9	122765512	122775883	HET
T2T04_2	Nucflag	chr9	122775945	122833073	HET
T2T04_2	Nucflag	chr9	113734470	113746646	HET
T2T04_2	Nucflag	chr9	113907248	113928210	HET
T2T04_2	Nucflag	chr9	113938971	113968820	HET
T2T04_2	Nucflag	chr9	114060288	114063671	HET
T2T04_2	Nucflag	chr9	114253106	114332069	HET
T2T04_2	Nucflag	chr9	114342246	114452097	HET
T2T04_2	Nucflag	chr9	114456813	114468362	HET
T2T04_2	Nucflag	chr9	114516337	114522735	HET
T2T04_2	Nucflag	chr9	114784405	114795552	HET
T2T04_2	Nucflag	chr9	114926505	114935873	HET
T2T04_2	Nucflag	chr9	114906098	114913153	HET
T2T04_2	Nucflag	chr9	114898104	114906098	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	114889869	114898104	HET
T2T04_2	Nucflag	chr9	115010037	115013434	HET
T2T04_2	Nucflag	chr9	115066173	115078540	HET
T2T04_2	Nucflag	chr9	115308526	115337611	HET
T2T04_2	Nucflag	chr9	115504611	115537701	HET
T2T04_2	Nucflag	chr9	115607018	115613411	HET
T2T04_2	Nucflag	chr9	115754935	115795877	HET
T2T04_2	Nucflag	chr9	115808170	115826724	HET
T2T04_2	Nucflag	chr9	115874011	115874133	HET
T2T04_2	Nucflag	chr9	116298665	116310700	HET
T2T04_2	Nucflag	chr9	116338605	116455905	HET
T2T04_2	Nucflag	chr9	116506194	116525252	HET
T2T04_2	Nucflag	chr9	116596681	116609878	HET
T2T04_2	Nucflag	chr9	116608508	116624834	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	116613945	116624833	HET
T2T04_2	Nucflag	chr9	116963736	116992664	HET
T2T04_2	Nucflag	chr9	118027608	118040999	HET
T2T04_2	Nucflag	chr9	118043870	118077239	HET
T2T04_2	Nucflag	chr9	118263113	118292619	HET
T2T04_2	Nucflag	chr9	118895449	118905188	HET
T2T04_2	Nucflag	chr9	118945272	118953054	HET
T2T04_2	Nucflag	chr9	119084522	119107337	HET
T2T04_2	Nucflag	chr9	119092949	119097192	HET
T2T04_2	Nucflag	chr9	119134370	119161446	HET
T2T04_2	Nucflag	chr9	119251954	119263342	HET
T2T04_2	Nucflag	chr9	119284230	119320142	HET
T2T04_2	Nucflag	chr9	119470364	119483986	HET
T2T04_2	Nucflag	chr9	119553403	119560366	HET
T2T04_2	Nucflag	chr9	119612673	119631655	HET
T2T04_2	Nucflag	chr9	119654258	119660474	HET
T2T04_2	Nucflag	chr9	119707279	119712196	HET
T2T04_2	Nucflag	chr9	119730465	119743235	HET
T2T04_2	Nucflag	chr9	119924678	119939512	HET
T2T04_2	Nucflag	chr9	119927907	119979961	HET
T2T04_2	Nucflag	chr9	119995459	120017775	HET
T2T04_2	Nucflag	chr9	120027660	120039543	HET
T2T04_2	Nucflag	chr9	120085883	120105152	HET
T2T04_2	Nucflag	chr9	120265404	120277323	HET
T2T04_2	Nucflag	chr9	120550845	120554465	HET
T2T04_2	Nucflag	chr9	120746209	120748772	HET
T2T04_2	Nucflag	chr9	120879863	120897198	HET
T2T04_2	Nucflag	chr9	120923567	120956857	HET
T2T04_2	Nucflag	chr9	120945511	120975051	HET
T2T04_2	Nucflag	chr9	120989835	121013009	HET
T2T04_2	Nucflag	chr9	121113966	121121015	HET
T2T04_2	Nucflag	chr9	121135672	121158610	HET
T2T04_2	Nucflag	chr9	121141958	121172001	HET
T2T04_2	Nucflag	chr9	121221380	121227257	HET
T2T04_2	Nucflag	chr9	121329959	121395621	HET
T2T04_2	Nucflag	chr9	121446184	121466881	HET
T2T04_2	Nucflag	chr9	121495934	121513292	HET
T2T04_2	Nucflag	chr9	112817711	112893883	HET
T2T04_2	Nucflag	chr9	112904368	112930278	HET
T2T04_2	Nucflag	chr9	112951482	113057113	HET
T2T04_2	Nucflag	chr9	113085096	113145216	HET
T2T04_2	Nucflag	chr9	113185108	113267205	HET
T2T04_2	Nucflag	chr9	111121054	111135018	HET
T2T04_2	Nucflag	chr9	111162831	111168466	HET
T2T04_2	Nucflag	chr9	111185244	111238373	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	111216680	111238372	HET
T2T04_2	Nucflag	chr9	111243331	111257091	HET
T2T04_2	Nucflag	chr9	111322476	111335564	HET
T2T04_2	Nucflag	chr9	112081082	112095527	HET
T2T04_2	Nucflag	chr9	112150934	112163222	HET
T2T04_2	Nucflag	chr9	109428107	109578683	MISJOIN
T2T04_2	Nucflag	chr9	109875829	109909856	HET
T2T04_2	Nucflag	chr9	109962080	109985062	HET
T2T04_2	Nucflag	chr9	110047100	110094727	HET
T2T04_2	Nucflag	chr9	110211915	110214457	HET
T2T04_2	Nucflag	chr9	110212796	110214456	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	110212795	110217658	HET
T2T04_2	Nucflag	chr9	110265287	110269728	HET
T2T04_2	Nucflag	chr9	110284417	110360661	HET
T2T04_2	Nucflag	chr9	110422828	110458315	HET
T2T04_2	Nucflag	chr9	110468305	110500904	HET
T2T04_2	Nucflag	chr9	110521524	110525342	HET
T2T04_2	Nucflag	chr9	110556714	110561238	HET
T2T04_2	Nucflag	chr9	110580339	110621548	HET
T2T04_2	Nucflag	chr9	110904855	110922352	HET
T2T04_2	Nucflag	chr9	106548588	106588035	HET
T2T04_2	Nucflag	chr9	106654956	106709380	HET
T2T04_2	Nucflag	chr9	107033635	107038118	HET
T2T04_2	Nucflag	chr9	107113121	107125130	HET
T2T04_2	Nucflag	chr9	107510313	107519038	HET
T2T04_2	Nucflag	chr9	107642572	107679837	HET
T2T04_2	Nucflag	chr9	107817620	107849220	HET
T2T04_2	Nucflag	chr9	108001517	108018347	HET
T2T04_2	Nucflag	chr9	108155519	108228115	HET
T2T04_2	Nucflag	chr9	108280126	108321155	HET
T2T04_2	Nucflag	chr9	108396993	108409728	HET
T2T04_2	Nucflag	chr9	108443385	108457715	HET
T2T04_2	Nucflag	chr9	108529529	108543473	HET
T2T04_2	Nucflag	chr9	108563061	108614182	HET
T2T04_2	Nucflag	chr9	109086353	109099005	HET
T2T04_2	Nucflag	chr9	109323173	109330295	HET
T2T04_2	Nucflag	chr9	109344339	109354595	HET
T2T04_2	Nucflag	chr9	109364353	109427733	HET
T2T04_2	Nucflag	chr9	106068451	106083299	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	106083297	106086946	HET
T2T04_2	Nucflag	chr9	106099653	106107963	HET
T2T04_2	Nucflag	chr9	106284610	106303434	HET
T2T04_2	Nucflag	chr9	106347576	106368215	HET
T2T04_2	Nucflag	chr9	106378252	106470983	HET
T2T04_2	Nucflag	chr9	103107109	103108701	HET
T2T04_2	Nucflag	chr9	103190316	103207147	HET
T2T04_2	Nucflag	chr9	103242653	103272380	HET
T2T04_2	Nucflag	chr9	103344352	103370542	HET
T2T04_2	Nucflag	chr9	103373217	103398718	HET
T2T04_2	Nucflag	chr9	103405721	103413212	HET
T2T04_2	Nucflag	chr9	103538337	103564207	HET
T2T04_2	Nucflag	chr9	103570488	103595645	HET
T2T04_2	Nucflag	chr9	103986233	104036695	HET
T2T04_2	Nucflag	chr9	104104239	104130079	HET
T2T04_2	Nucflag	chr9	104148941	104176067	HET
T2T04_2	Nucflag	chr9	104215281	104267584	HET
T2T04_2	Nucflag	chr9	104332412	104356662	HET
T2T04_2	Nucflag	chr9	104387859	104393148	HET
T2T04_2	Nucflag	chr9	104418774	104424082	HET
T2T04_2	Nucflag	chr9	104570198	104607371	HET
T2T04_2	Nucflag	chr9	104937143	104962808	HET
T2T04_2	Nucflag	chr9	104976530	104995636	HET
T2T04_2	Nucflag	chr9	104995634	105005730	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	105005728	105030214	HET
T2T04_2	Nucflag	chr9	105030212	105043223	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	105043221	105083826	HET
T2T04_2	Nucflag	chr9	105091160	105126379	HET
T2T04_2	Nucflag	chr9	105216330	105256493	HET
T2T04_2	Nucflag	chr9	105292487	105315705	HET
T2T04_2	Nucflag	chr9	105433956	105466683	HET
T2T04_2	Nucflag	chr9	105537739	105538715	HET
T2T04_2	Nucflag	chr9	105556250	105568573	HET
T2T04_2	Nucflag	chr9	105650352	105656433	HET
T2T04_2	Nucflag	chr9	105808558	105812122	HET
T2T04_2	Nucflag	chr9	105867853	105883274	HET
T2T04_2	Nucflag	chr9	105981100	105986097	HET
T2T04_2	Nucflag	chr9	106010536	106014032	HET
T2T04_2	Nucflag	chr9	101885086	101894640	HET
T2T04_2	Nucflag	chr9	101907894	101932119	HET
T2T04_2	Nucflag	chr9	102096685	102164292	HET
T2T04_2	Nucflag	chr9	102169209	102188409	HET
T2T04_2	Nucflag	chr9	102212100	102231043	HET
T2T04_2	Nucflag	chr9	102243839	102256720	HET
T2T04_2	Nucflag	chr9	102328888	102337328	HET
T2T04_2	Nucflag	chr9	102393587	102421085	HET
T2T04_2	Nucflag	chr9	102684535	102721169	HET
T2T04_2	Nucflag	chr9	102792695	102828890	HET
T2T04_2	Nucflag	chr9	102855281	102858266	HET
T2T04_2	Nucflag	chr9	103043557	103046557	HET
T2T04_2	Nucflag	chr9	98695284	98711681	HET
T2T04_2	Nucflag	chr9	98744676	98882810	HET
T2T04_2	Nucflag	chr9	98900569	98925178	HET
T2T04_2	Nucflag	chr9	99099827	99108446	HET
T2T04_2	Nucflag	chr9	99120648	99138208	HET
T2T04_2	Nucflag	chr9	99197355	99213358	HET
T2T04_2	Nucflag	chr9	99225352	99255230	HET
T2T04_2	Nucflag	chr9	99271571	99313844	HET
T2T04_2	Nucflag	chr9	99351070	99362753	HET
T2T04_2	Nucflag	chr9	99620264	99633081	HET
T2T04_2	Nucflag	chr9	99927875	99943823	HET
T2T04_2	Nucflag	chr9	100007293	100049102	HET
T2T04_2	Nucflag	chr9	100236440	100244940	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	100264573	100271385	HET
T2T04_2	Nucflag	chr9	100380053	100384733	HET
T2T04_2	Nucflag	chr9	100563391	100570517	HET
T2T04_2	Nucflag	chr9	100697857	100709514	HET
T2T04_2	Nucflag	chr9	100817947	100835766	HET
T2T04_2	Nucflag	chr9	101097065	101104772	HET
T2T04_2	Nucflag	chr9	101343899	101359214	HET
T2T04_2	Nucflag	chr9	101387173	101440495	HET
T2T04_2	Nucflag	chr9	101542025	101548821	HET
T2T04_2	Nucflag	chr9	101558994	101577682	HET
T2T04_2	Nucflag	chr9	96693035	96752118	HET
T2T04_2	Nucflag	chr9	96771292	96781078	HET
T2T04_2	Nucflag	chr9	96947763	97007740	HET
T2T04_2	Nucflag	chr9	97016108	97024998	HET
T2T04_2	Nucflag	chr9	97024894	97029141	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	97088128	97184892	HET
T2T04_2	Nucflag	chr9	97256607	97290007	HET
T2T04_2	Nucflag	chr9	97440366	97468177	HET
T2T04_2	Nucflag	chr9	97523627	97538492	HET
T2T04_2	Nucflag	chr9	97815187	97874215	HET
T2T04_2	Nucflag	chr9	98038875	98043624	HET
T2T04_2	Nucflag	chr9	98436464	98486460	HET
T2T04_2	Nucflag	chr9	98623901	98659490	HET
T2T04_2	Nucflag	chr9	95684984	95702297	HET
T2T04_2	Nucflag	chr9	95842402	95845067	HET
T2T04_2	Nucflag	chr9	94152805	94154140	HET
T2T04_2	Nucflag	chr9	94198006	94210561	HET
T2T04_2	Nucflag	chr9	94179268	94186580	HET
T2T04_2	Nucflag	chr9	94268194	94272251	HET
T2T04_2	Nucflag	chr9	94614153	94623532	HET
T2T04_2	Nucflag	chr9	94691697	94713657	HET
T2T04_2	Nucflag	chr9	94734544	94738067	HET
T2T04_2	Nucflag	chr9	94768578	94804028	HET
T2T04_2	Nucflag	chr9	94822271	94829939	HET
T2T04_2	Nucflag	chr9	95373757	95385025	HET
T2T04_2	Nucflag	chr9	95408547	95464980	HET
T2T04_2	Nucflag	chr9	95523603	95540490	HET
T2T04_2	Nucflag	chr9	95587771	95609964	HET
T2T04_2	Nucflag	chr9	90840358	90967057	HET
T2T04_2	Nucflag	chr9	91029895	91039068	HET
T2T04_2	Nucflag	chr9	91053285	91064237	HET
T2T04_2	Nucflag	chr9	91114536	91121622	HET
T2T04_2	Nucflag	chr9	91215256	91253221	HET
T2T04_2	Nucflag	chr9	91267529	91276764	HET
T2T04_2	Nucflag	chr9	91394113	91425786	HET
T2T04_2	Nucflag	chr9	91478792	91487596	HET
T2T04_2	Nucflag	chr9	91525638	91561494	HET
T2T04_2	Nucflag	chr9	91771314	91789692	HET
T2T04_2	Nucflag	chr9	91922667	91954844	HET
T2T04_2	Nucflag	chr9	91968565	92016623	HET
T2T04_2	Nucflag	chr9	92036845	92047749	HET
T2T04_2	Nucflag	chr9	92084590	92126556	HET
T2T04_2	Nucflag	chr9	92162513	92169955	HET
T2T04_2	Nucflag	chr9	92188442	92201589	HET
T2T04_2	Nucflag	chr9	92176001	92244693	HET
T2T04_2	Nucflag	chr9	92373137	92408959	HET
T2T04_2	Nucflag	chr9	92427481	92450744	HET
T2T04_2	Nucflag	chr9	92655334	92688858	HET
T2T04_2	Nucflag	chr9	92708241	92722907	HET
T2T04_2	Nucflag	chr9	92802904	92808669	HET
T2T04_2	Nucflag	chr9	92892822	92918733	HET
T2T04_2	Nucflag	chr9	93014986	93106663	HET
T2T04_2	Nucflag	chr9	93127299	93160562	HET
T2T04_2	Nucflag	chr9	93510907	93517339	HET
T2T04_2	Nucflag	chr9	93587654	93664947	HET
T2T04_2	Nucflag	chr9	93676533	93704354	HET
T2T04_2	Nucflag	chr9	93742722	93782528	HET
T2T04_2	Nucflag	chr9	85418374	85422278	HET
T2T04_2	Nucflag	chr9	85991885	86063598	HET
T2T04_2	Nucflag	chr9	86180011	86187394	HET
T2T04_2	Nucflag	chr9	86201972	86225858	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	86225504	86240885	HET
T2T04_2	Nucflag	chr9	86261641	86281952	HET
T2T04_2	Nucflag	chr9	86397204	86406784	HET
T2T04_2	Nucflag	chr9	86534860	86564003	HET
T2T04_2	Nucflag	chr9	86577986	86632655	HET
T2T04_2	Nucflag	chr9	86749053	86771008	HET
T2T04_2	Nucflag	chr9	86842485	86853189	HET
T2T04_2	Nucflag	chr9	86879269	86901540	HET
T2T04_2	Nucflag	chr9	86978657	87002668	HET
T2T04_2	Nucflag	chr9	87100197	87102277	HET
T2T04_2	Nucflag	chr9	87255237	87272327	HET
T2T04_2	Nucflag	chr9	87455236	87461675	HET
T2T04_2	Nucflag	chr9	87516638	87564229	HET
T2T04_2	Nucflag	chr9	87599118	87601688	HET
T2T04_2	Nucflag	chr9	87792927	87796883	HET
T2T04_2	Nucflag	chr9	87939134	87960069	HET
T2T04_2	Nucflag	chr9	88370487	88393426	HET
T2T04_2	Nucflag	chr9	88508328	88514386	HET
T2T04_2	Nucflag	chr9	88843062	88859463	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	88859461	88892493	HET
T2T04_2	Nucflag	chr9	88993916	88999103	HET
T2T04_2	Nucflag	chr9	89043596	89056676	HET
T2T04_2	Nucflag	chr9	89084065	89092384	HET
T2T04_2	Nucflag	chr9	89390362	89399202	HET
T2T04_2	Nucflag	chr9	89480682	89519061	HET
T2T04_2	Nucflag	chr9	89870681	90098118	HET
T2T04_2	Nucflag	chr9	90119345	90131080	HET
T2T04_2	Nucflag	chr9	90533349	90549154	HET
T2T04_2	Nucflag	chr9	90769545	90802310	HET
T2T04_2	Nucflag	chr9	83027690	83084224	HET
T2T04_2	Nucflag	chr9	83102238	83116216	HET
T2T04_2	Nucflag	chr9	83105381	83138140	HET
T2T04_2	Nucflag	chr9	83435599	83468604	HET
T2T04_2	Nucflag	chr9	83476305	83495807	HET
T2T04_2	Nucflag	chr9	83669277	83679603	HET
T2T04_2	Nucflag	chr9	83703224	83719050	HET
T2T04_2	Nucflag	chr9	83728505	83765938	HET
T2T04_2	Nucflag	chr9	83777735	83818214	HET
T2T04_2	Nucflag	chr9	83882370	83888752	HET
T2T04_2	Nucflag	chr9	84008518	84040472	HET
T2T04_2	Nucflag	chr9	84058191	84060739	HET
T2T04_2	Nucflag	chr9	84269145	84281201	HET
T2T04_2	Nucflag	chr9	84306117	84313862	HET
T2T04_2	Nucflag	chr9	84362717	84419132	HET
T2T04_2	Nucflag	chr9	84442339	84462850	HET
T2T04_2	Nucflag	chr9	84696302	84697577	HET
T2T04_2	Nucflag	chr9	85100778	85102917	HET
T2T04_2	Nucflag	chr9	85146871	85171658	HET
T2T04_2	Nucflag	chr9	80051080	80066191	HET
T2T04_2	Nucflag	chr9	80123204	80159352	HET
T2T04_2	Nucflag	chr9	80229268	80261909	HET
T2T04_2	Nucflag	chr9	80284494	80315579	HET
T2T04_2	Nucflag	chr9	80329339	80335425	HET
T2T04_2	Nucflag	chr9	80397498	80424012	HET
T2T04_2	Nucflag	chr9	80452030	80469609	HET
T2T04_2	Nucflag	chr9	80615954	80638565	HET
T2T04_2	Nucflag	chr9	80647080	80682765	HET
T2T04_2	Nucflag	chr9	80756258	80767629	HET
T2T04_2	Nucflag	chr9	80769342	80818854	HET
T2T04_2	Nucflag	chr9	80914321	80925454	HET
T2T04_2	Nucflag	chr9	80973582	80989460	HET
T2T04_2	Nucflag	chr9	81091051	81098226	HET
T2T04_2	Nucflag	chr9	81213343	81235835	HET
T2T04_2	Nucflag	chr9	81302464	81371092	HET
T2T04_2	Nucflag	chr9	81404226	81433215	HET
T2T04_2	Nucflag	chr9	81705021	81708843	HET
T2T04_2	Nucflag	chr9	81824488	81830000	HET
T2T04_2	Nucflag	chr9	81860737	81886920	HET
T2T04_2	Nucflag	chr9	82025375	82028966	HET
T2T04_2	Nucflag	chr9	82107320	82118553	HET
T2T04_2	Nucflag	chr9	82134205	82146563	HET
T2T04_2	Nucflag	chr9	82162603	82167436	HET
T2T04_2	Nucflag	chr9	82207436	82222755	HET
T2T04_2	Nucflag	chr9	82255320	82270877	HET
T2T04_2	Nucflag	chr9	82296149	82342826	HET
T2T04_2	Nucflag	chr9	82356810	82376477	HET
T2T04_2	Nucflag	chr9	82406989	82426712	HET
T2T04_2	Nucflag	chr9	82440482	82484125	HET
T2T04_2	Nucflag	chr9	82484123	82569317	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	82569315	82573722	HET
T2T04_2	Nucflag	chr9	42653756	42683655	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	42683655	42712655	HET
T2T04_2	Nucflag	chr9	42712655	42761509	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	42761509	42963841	HET
T2T04_2	Nucflag	chr9	42969633	42970267	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	76528551	76539722	HET
T2T04_2	Nucflag	chr9	76566683	76574882	HET
T2T04_2	Nucflag	chr9	76610717	76636494	HET
T2T04_2	Nucflag	chr9	76703571	76722102	HET
T2T04_2	Nucflag	chr9	77457422	77496995	HET
T2T04_2	Nucflag	chr9	77471412	77561858	HET
T2T04_2	Nucflag	chr9	77587157	77594322	HET
T2T04_2	Nucflag	chr9	77637941	77747613	HET
T2T04_2	Nucflag	chr9	77901643	78029947	HET
T2T04_2	Nucflag	chr9	78210107	78235735	HET
T2T04_2	Nucflag	chr9	78242231	78265642	HET
T2T04_2	Nucflag	chr9	78254842	78285181	HET
T2T04_2	Nucflag	chr9	78453216	78478642	HET
T2T04_2	Nucflag	chr9	78739096	78746964	HET
T2T04_2	Nucflag	chr9	78754430	78777578	HET
T2T04_2	Nucflag	chr9	78796206	78896947	HET
T2T04_2	Nucflag	chr9	78907428	78951983	HET
T2T04_2	Nucflag	chr9	79024191	79025621	HET
T2T04_2	Nucflag	chr9	79122448	79145070	HET
T2T04_2	Nucflag	chr9	79212770	79217871	HET
T2T04_2	Nucflag	chr9	79318340	79325331	HET
T2T04_2	Nucflag	chr9	79361076	79374695	HET
T2T04_2	Nucflag	chr9	79390939	79419428	HET
T2T04_2	Nucflag	chr9	79452759	79484088	HET
T2T04_2	Nucflag	chr9	79512245	79531850	HET
T2T04_2	Nucflag	chr9	79584631	79591496	HET
T2T04_2	Nucflag	chr9	79632704	79655696	HET
T2T04_2	Nucflag	chr9	79655694	79666301	COLLAPSE_OTHER
T2T04_2	Nucflag	chr9	79666299	79673926	HET
T2T04_2	Nucflag	chr9	72934106	72938135	HET
T2T04_2	Nucflag	chr9	72691362	72727672	HET
T2T04_2	Nucflag	chr9	71644089	71664050	HET
T2T04_2	Nucflag	chr9	71557006	71566503	HET
T2T04_2	Nucflag	chr9	71587079	71587759	HET
T2T04_2	Nucflag	chr9	73097646	73130671	HET
T2T04_2	Nucflag	chr9	65910492	65911157	HET
T2T04_2	Nucflag	chr9	73116546	73145852	HET
T2T04_2	Nucflag	chr9	73223161	73242879	HET
T2T04_2	Nucflag	chr9	72992167	73004352	HET
T2T04_2	Nucflag	chr9	71432968	71436258	HET
T2T04_2	Nucflag	chr9	60279786	60289512	HET
T2T04_2	Nucflag	chr9	68025177	68032796	HET
T2T04_2	Nucflag	chr9	68078636	68089844	HET
T2T04_2	Nucflag	chr9	58906680	58907314	HET
T2T04_2	Nucflag	chr9	58982119	58984310	HET
T2T04_2	Nucflag	chr9	67600749	67612975	HET
T2T04_2	Nucflag	chr9	65469817	65489183	HET
T2T04_2	Nucflag	chr9	65568131	65574298	HET
T2T04_2	Nucflag	chr9	64676728	64686330	HET
T2T04_2	Nucflag	chr9	49048089	49056118	HET
T2T04_2	Nucflag	chr9	49122169	49129951	HET
T2T04_2	Nucflag	chr9	48644300	48673739	HET
T2T04_2	Nucflag	chr9	48704339	48728677	HET
